company_name,ticker_symbol,market_cap,url
Stantec Inc Common Stock,STN,"8,579,314,699",https://www.nasdaq.com/market-activity/stocks/stn
Paylocity Holding Corporation Common Stock,PCTY,"8,558,549,344",https://www.nasdaq.com/market-activity/stocks/pcty
Liberty Media Corporation Series B Liberty SiriusXM Common Stock,LSXMB,"8,546,544,088",https://www.nasdaq.com/market-activity/stocks/lsxmb
Pinnacle West Capital Corporation Common Stock,PNW,"8,538,895,454",https://www.nasdaq.com/market-activity/stocks/pnw
"Autoliv, Inc. Common Stock",ALV,"8,533,482,348",https://www.nasdaq.com/market-activity/stocks/alv
Lattice Semiconductor Corporation Common Stock,LSCC,"8,517,731,145",https://www.nasdaq.com/market-activity/stocks/lscc
Ralph Lauren Corporation Common Stock,RL,"8,516,054,753",https://www.nasdaq.com/market-activity/stocks/rl
"Bath & Body Works, Inc.",BBWI,"8,488,588,041",https://www.nasdaq.com/market-activity/stocks/bbwi
"Arch Capital Group Ltd. Depositary Shares Each Representing 1/1,000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares, Series F",ACGLO,"8,474,734,053",https://www.nasdaq.com/market-activity/stocks/acglo
"Procore Technologies, Inc. Common Stock",PCOR,"8,425,875,666",https://www.nasdaq.com/market-activity/stocks/pcor
"AptarGroup, Inc. Common Stock",ATR,"8,375,271,169",https://www.nasdaq.com/market-activity/stocks/atr
monday.com Ltd. Ordinary Shares,MNDY,"8,355,932,200",https://www.nasdaq.com/market-activity/stocks/mndy
Unum Group Common Stock,UNM,"8,353,805,018",https://www.nasdaq.com/market-activity/stocks/unm
News Corporation Class A Common Stock,NWSA,"8,351,897,365",https://www.nasdaq.com/market-activity/stocks/nwsa
"Chewy, Inc. Class A Common Stock",CHWY,"8,343,390,957",https://www.nasdaq.com/market-activity/stocks/chwy
Universal Display Corporation Common Stock,OLED,"8,299,502,819",https://www.nasdaq.com/market-activity/stocks/oled
"Toast, Inc. Class A Common Stock",TOST,"8,292,191,250",https://www.nasdaq.com/market-activity/stocks/tost
CyberArk Software Ltd. Ordinary Shares,CYBR,"8,249,491,800",https://www.nasdaq.com/market-activity/stocks/cybr
Curtiss-Wright Corporation Common Stock,CW,"8,244,424,189",https://www.nasdaq.com/market-activity/stocks/cw
Webster Financial Corporation Common Stock,WBS,"8,240,479,566",https://www.nasdaq.com/market-activity/stocks/wbs
TechnipFMC plc Ordinary Share,FTI,"8,238,906,379",https://www.nasdaq.com/market-activity/stocks/fti
"Core & Main, Inc. Class A Common Stock",CNM,"8,223,025,113",https://www.nasdaq.com/market-activity/stocks/cnm
"WESCO International, Inc. Common Stock",WCC,"8,221,187,165",https://www.nasdaq.com/market-activity/stocks/wcc
Regal Rexnord Corporation Common Stock,RRX,"8,211,402,487",https://www.nasdaq.com/market-activity/stocks/rrx
"Sarepta Therapeutics, Inc. Common Stock (DE)",SRPT,"8,141,367,647",https://www.nasdaq.com/market-activity/stocks/srpt
Old Republic International Corporation Common Stock,ORI,"8,128,149,610",https://www.nasdaq.com/market-activity/stocks/ori
Federal Realty Investment Trust Common Stock,FRT,"8,090,487,917",https://www.nasdaq.com/market-activity/stocks/frt
On Holding AG Class A Ordinary Shares,ONON,"8,073,087,400",https://www.nasdaq.com/market-activity/stocks/onon
"Americold Realty Trust, Inc. Common Stock",COLD,"8,046,294,961",https://www.nasdaq.com/market-activity/stocks/cold
"Gap, Inc. (The) Common Stock",GPS,"8,039,666,898",https://www.nasdaq.com/market-activity/stocks/gps
Carvana Co. Class A Common Stock,CVNA,"8,037,902,357",https://www.nasdaq.com/market-activity/stocks/cvna
"EastGroup Properties, Inc. Common Stock",EGP,"8,021,649,092",https://www.nasdaq.com/market-activity/stocks/egp
"Woodward, Inc. Common Stock",WWD,"8,017,281,079",https://www.nasdaq.com/market-activity/stocks/wwd
United States Steel Corporation Common Stock,X,"8,007,082,150",https://www.nasdaq.com/market-activity/stocks/x
"Guidewire Software, Inc. Common Stock",GWRE,"7,972,232,081",https://www.nasdaq.com/market-activity/stocks/gwre
"Tempur Sealy International, Inc. Common Stock",TPX,"7,962,519,671",https://www.nasdaq.com/market-activity/stocks/tpx
Informatica Inc. Class A Common Stock,INFA,"7,956,498,259",https://www.nasdaq.com/market-activity/stocks/infa
Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NCLH,"7,946,937,767",https://www.nasdaq.com/market-activity/stocks/nclh
SEI Investments Company Common Stock,SEIC,"7,926,842,626",https://www.nasdaq.com/market-activity/stocks/seic
Jones Lang LaSalle Incorporated Common Stock,JLL,"7,925,176,741",https://www.nasdaq.com/market-activity/stocks/jll
"Trex Company, Inc. Common Stock",TREX,"7,923,118,998",https://www.nasdaq.com/market-activity/stocks/trex
Roivant Sciences Ltd. Common Shares,ROIV,"7,902,546,929",https://www.nasdaq.com/market-activity/stocks/roiv
Chesapeake Energy Corporation Class C Warrants,CHKEL,"7,898,399,292",https://www.nasdaq.com/market-activity/stocks/chkel
"FTI Consulting, Inc. Common Stock",FCN,"7,887,419,229",https://www.nasdaq.com/market-activity/stocks/fcn
"Houlihan Lokey, Inc. Class A Common Stock",HLI,"7,859,477,342",https://www.nasdaq.com/market-activity/stocks/hli
"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",TX,"7,842,556,337",https://www.nasdaq.com/market-activity/stocks/tx
"SoFi Technologies, Inc. Common Stock",SOFI,"7,794,578,289",https://www.nasdaq.com/market-activity/stocks/sofi
"ImmunoGen, Inc. Common Stock",IMGN,"7,777,579,444",https://www.nasdaq.com/market-activity/stocks/imgn
"Simpson Manufacturing Company, Inc. Common Stock",SSD,"7,774,152,748",https://www.nasdaq.com/market-activity/stocks/ssd
New Fortress Energy Inc. Class A Common Stock,NFE,"7,766,589,659",https://www.nasdaq.com/market-activity/stocks/nfe
"Royal Gold, Inc. Common Stock",RGLD,"7,764,138,898",https://www.nasdaq.com/market-activity/stocks/rgld
Jefferies Financial Group Inc. Common Stock,JEF,"7,762,679,550",https://www.nasdaq.com/market-activity/stocks/jef
Lear Corporation Common Stock,LEA,"7,753,223,633",https://www.nasdaq.com/market-activity/stocks/lea
"Karuna Therapeutics, Inc. Common Stock",KRTX,"7,752,168,001",https://www.nasdaq.com/market-activity/stocks/krtx
BorgWarner Inc. Common Stock,BWA,"7,733,323,614",https://www.nasdaq.com/market-activity/stocks/bwa
"Klaviyo, Inc. Series A Common Stock",KVYO,"7,729,688,484",https://www.nasdaq.com/market-activity/stocks/kvyo
WillScot Mobile Mini Holdings Corp. Class A Common Stock,WSC,"7,722,700,929",https://www.nasdaq.com/market-activity/stocks/wsc
WEX Inc. common stock,WEX,"7,711,098,076",https://www.nasdaq.com/market-activity/stocks/wex
"Tapestry, Inc. Common Stock",TPR,"7,684,620,763",https://www.nasdaq.com/market-activity/stocks/tpr
New York Times Company (The) Common Stock,NYT,"7,674,523,568",https://www.nasdaq.com/market-activity/stocks/nyt
"Kinsale Capital Group, Inc. Common Stock",KNSL,"7,664,161,072",https://www.nasdaq.com/market-activity/stocks/knsl
RBC Bearings Incorporated Common Stock,RBC,"7,632,194,588",https://www.nasdaq.com/market-activity/stocks/rbc
Gerdau S.A. Common Stock,GGB,"7,630,691,186",https://www.nasdaq.com/market-activity/stocks/ggb
First Horizon Corporation Common Stock,FHN,"7,616,028,558",https://www.nasdaq.com/market-activity/stocks/fhn
"Voya Financial, Inc. Common Stock",VOYA,"7,596,913,033",https://www.nasdaq.com/market-activity/stocks/voya
Darling Ingredients Inc. Common Stock,DAR,"7,592,141,491",https://www.nasdaq.com/market-activity/stocks/dar
Jazz Pharmaceuticals plc Common Stock (Ireland),JAZZ,"7,581,271,463",https://www.nasdaq.com/market-activity/stocks/jazz
"Texas Roadhouse, Inc. Common Stock",TXRH,"7,581,220,009",https://www.nasdaq.com/market-activity/stocks/txrh
"BILL Holdings, Inc. Common Stock",BILL,"7,577,519,160",https://www.nasdaq.com/market-activity/stocks/bill
"Light & Wonder, Inc. Common Stock",LNW,"7,566,682,854",https://www.nasdaq.com/market-activity/stocks/lnw
"Coca-Cola Consolidated, Inc. Common Stock",COKE,"7,557,630,493",https://www.nasdaq.com/market-activity/stocks/coke
Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),YMM,"7,557,168,942",https://www.nasdaq.com/market-activity/stocks/ymm
"Berry Global Group, Inc. Common Stock",BERY,"7,556,010,000",https://www.nasdaq.com/market-activity/stocks/bery
Murphy USA Inc. Common Stock,MUSA,"7,533,345,596",https://www.nasdaq.com/market-activity/stocks/musa
"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)",PAC,"7,478,611,685",https://www.nasdaq.com/market-activity/stocks/pac
"Omega Healthcare Investors, Inc. Common Stock",OHI,"7,477,204,336",https://www.nasdaq.com/market-activity/stocks/ohi
Generac Holdlings Inc. Common Stock,GNRC,"7,467,008,184",https://www.nasdaq.com/market-activity/stocks/gnrc
NOV Inc. Common Stock,NOV,"7,453,098,764",https://www.nasdaq.com/market-activity/stocks/nov
"Lithia Motors, Inc. Common Stock",LAD,"7,443,209,443",https://www.nasdaq.com/market-activity/stocks/lad
"NNN REIT, Inc. Common Stock",NNN,"7,434,449,193",https://www.nasdaq.com/market-activity/stocks/nnn
"Apellis Pharmaceuticals, Inc. Common Stock",APLS,"7,433,501,550",https://www.nasdaq.com/market-activity/stocks/apls
"Cerevel Therapeutics Holdings, Inc. Common Stock",CERE,"7,431,062,375",https://www.nasdaq.com/market-activity/stocks/cere
Ubiquiti Inc. Common Stock,UI,"7,426,650,372",https://www.nasdaq.com/market-activity/stocks/ui
"Primerica, Inc. Common Stock",PRI,"7,408,283,296",https://www.nasdaq.com/market-activity/stocks/pri
"Donaldson Company, Inc. Common Stock",DCI,"7,379,937,464",https://www.nasdaq.com/market-activity/stocks/dci
CCC Intelligent Solutions Holdings Inc. Common Stock,CCCS,"7,320,161,534",https://www.nasdaq.com/market-activity/stocks/cccs
FirstService Corporation Common Shares,FSV,"7,308,146,345",https://www.nasdaq.com/market-activity/stocks/fsv
"Arch Capital Group Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 4.550% Non-Cumulative Preferred Share, Series G",ACGLN,"7,284,315,664",https://www.nasdaq.com/market-activity/stocks/acgln
AngloGold Ashanti PLC Ordinary Shares,AU,"7,271,090,216",https://www.nasdaq.com/market-activity/stocks/au
Wingstop Inc. Common Stock,WING,"7,270,779,926",https://www.nasdaq.com/market-activity/stocks/wing
Futu Holdings Limited American Depositary Shares,FUTU,"7,270,443,465",https://www.nasdaq.com/market-activity/stocks/futu
Tenet Healthcare Corporation Common Stock,THC,"7,266,045,600",https://www.nasdaq.com/market-activity/stocks/thc
APi Group Corporation Common Stock,APG,"7,255,222,436",https://www.nasdaq.com/market-activity/stocks/apg
"BWX Technologies, Inc. Common Stock",BWXT,"7,251,473,321",https://www.nasdaq.com/market-activity/stocks/bwxt
Middleby Corporation (The) Common Stock,MIDD,"7,247,687,996",https://www.nasdaq.com/market-activity/stocks/midd
Axalta Coating Systems Ltd. Common Shares,AXTA,"7,236,330,322",https://www.nasdaq.com/market-activity/stocks/axta
Meta Data Limited ADS,AIU,"7,233,502,066",https://www.nasdaq.com/market-activity/stocks/aiu
"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2",GJS,"7,207,085,454",https://www.nasdaq.com/market-activity/stocks/gjs
Gentex Corporation Common Stock,GNTX,"7,202,840,010",https://www.nasdaq.com/market-activity/stocks/gntx
"CACI International, Inc. Class A Common Stock",CACI,"7,187,338,361",https://www.nasdaq.com/market-activity/stocks/caci
"SentinelOne, Inc. Class A Common Stock",S,"7,168,194,672",https://www.nasdaq.com/market-activity/stocks/s
Range Resources Corporation Common Stock,RRC,"7,166,754,995",https://www.nasdaq.com/market-activity/stocks/rrc
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,CMSC,"7,142,372,120",https://www.nasdaq.com/market-activity/stocks/cmsc
Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),WF,"7,137,397,466",https://www.nasdaq.com/market-activity/stocks/wf
Graphic Packaging Holding Company,GPK,"7,131,031,755",https://www.nasdaq.com/market-activity/stocks/gpk
"Grifols, S.A. American Depositary Shares",GRFS,"7,129,944,396",https://www.nasdaq.com/market-activity/stocks/grfs
"Old National Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Preferred Stock",ONBPO,"7,123,946,031",https://www.nasdaq.com/market-activity/stocks/onbpo
Aramark Common Stock,ARMK,"7,102,570,561",https://www.nasdaq.com/market-activity/stocks/armk
"Old National Bancorp Depositary Shares, Each Representing a 1/40th Interest in a Share of Series A Preferred Stock",ONBPP,"7,096,059,250",https://www.nasdaq.com/market-activity/stocks/onbpp
TAL Education Group American Depositary Shares,TAL,"7,095,613,720",https://www.nasdaq.com/market-activity/stocks/tal
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,CMSD,"7,081,072,595",https://www.nasdaq.com/market-activity/stocks/cmsd
"Amkor Technology, Inc. Common Stock",AMKR,"7,068,290,959",https://www.nasdaq.com/market-activity/stocks/amkr
Descartes Systems Group Inc. (The) Common Stock,DSGX,"7,060,571,377",https://www.nasdaq.com/market-activity/stocks/dsgx
Kinross Gold Corporation Common Stock,KGC,"7,059,269,250",https://www.nasdaq.com/market-activity/stocks/kgc
"UFP Industries, Inc. Common Stock",UFPI,"7,054,664,962",https://www.nasdaq.com/market-activity/stocks/ufpi
V.F. Corporation Common Stock,VFC,"7,054,344,949",https://www.nasdaq.com/market-activity/stocks/vfc
"KBR, Inc. Common Stock",KBR,"7,052,629,020",https://www.nasdaq.com/market-activity/stocks/kbr
OGE Energy Corp Common Stock,OGE,"7,050,115,213",https://www.nasdaq.com/market-activity/stocks/oge
Rambus Inc. Common Stock,RMBS,"7,044,005,470",https://www.nasdaq.com/market-activity/stocks/rmbs
"New York Community Bancorp, Inc. Common Stock",NYCB,"7,037,034,221",https://www.nasdaq.com/market-activity/stocks/nycb
"e.l.f. Beauty, Inc. Common Stock",ELF,"7,025,204,729",https://www.nasdaq.com/market-activity/stocks/elf
Suzano S.A. American Depositary Shares (each representing One Ordinary Share),SUZ,"7,010,507,458",https://www.nasdaq.com/market-activity/stocks/suz
"BellRing Brands, Inc. Common Stock",BRBR,"7,005,143,442",https://www.nasdaq.com/market-activity/stocks/brbr
"Natera, Inc. Common Stock",NTRA,"6,986,820,657",https://www.nasdaq.com/market-activity/stocks/ntra
"Ionis Pharmaceuticals, Inc. Common Stock",IONS,"6,985,657,474",https://www.nasdaq.com/market-activity/stocks/ions
"Confluent, Inc. Class A Common Stock",CFLT,"6,982,606,769",https://www.nasdaq.com/market-activity/stocks/cflt
FMC Corporation Common Stock,FMC,"6,971,526,606",https://www.nasdaq.com/market-activity/stocks/fmc
"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",ASR,"6,957,000,000",https://www.nasdaq.com/market-activity/stocks/asr
"Comfort Systems USA, Inc. Common Stock",FIX,"6,929,031,258",https://www.nasdaq.com/market-activity/stocks/fix
"Qualys, Inc. Common Stock",QLYS,"6,927,438,580",https://www.nasdaq.com/market-activity/stocks/qlys
Ingredion Incorporated Common Stock,INGR,"6,918,224,704",https://www.nasdaq.com/market-activity/stocks/ingr
Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,OMAB,"6,907,605,572",https://www.nasdaq.com/market-activity/stocks/omab
"Avis Budget Group, Inc. Common Stock",CAR,"6,872,998,506",https://www.nasdaq.com/market-activity/stocks/car
Maplebear Inc. Common Stock,CART,"6,848,477,818",https://www.nasdaq.com/market-activity/stocks/cart
CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,CMSA,"6,841,855,646",https://www.nasdaq.com/market-activity/stocks/cmsa
"Exelixis, Inc. Common Stock",EXEL,"6,841,430,486",https://www.nasdaq.com/market-activity/stocks/exel
Invesco Ltd Common Stock,IVZ,"6,837,722,409",https://www.nasdaq.com/market-activity/stocks/ivz
Onto Innovation Inc. Common Stock,ONTO,"6,832,074,226",https://www.nasdaq.com/market-activity/stocks/onto
Southwestern Energy Company Common Stock,SWN,"6,829,070,922",https://www.nasdaq.com/market-activity/stocks/swn
Brixmor Property Group Inc. Common Stock,BRX,"6,826,544,108",https://www.nasdaq.com/market-activity/stocks/brx
The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,CGABL,"6,822,645,704",https://www.nasdaq.com/market-activity/stocks/cgabl
"GXO Logistics, Inc. Common Stock",GXO,"6,812,547,696",https://www.nasdaq.com/market-activity/stocks/gxo
BanColombia S.A. Common Stock,CIB,"6,761,643,810",https://www.nasdaq.com/market-activity/stocks/cib
"Hasbro, Inc. Common Stock",HAS,"6,757,813,910",https://www.nasdaq.com/market-activity/stocks/has
"Acadia Healthcare Company, Inc. Common Stock",ACHC,"6,755,779,032",https://www.nasdaq.com/market-activity/stocks/achc
DENTSPLY SIRONA Inc. Common Stock,XRAY,"6,754,109,265",https://www.nasdaq.com/market-activity/stocks/xray
Liberty Global Ltd. Class C Common Shares,LBTYK,"6,750,088,231",https://www.nasdaq.com/market-activity/stocks/lbtyk
YPF Sociedad Anonima Common Stock,YPF,"6,740,493,249",https://www.nasdaq.com/market-activity/stocks/ypf
"SPS Commerce, Inc. Common Stock",SPSC,"6,729,607,355",https://www.nasdaq.com/market-activity/stocks/spsc
KT Corporation Common Stock,KT,"6,723,680,724",https://www.nasdaq.com/market-activity/stocks/kt
MSA Safety Incorporated Common Stock,MSA,"6,720,248,443",https://www.nasdaq.com/market-activity/stocks/msa
"Icahn Enterprises, L.P. Common Stock",IEP,"6,708,412,320",https://www.nasdaq.com/market-activity/stocks/iep
"Catalent, Inc. Common Stock",CTLT,"6,695,764,158",https://www.nasdaq.com/market-activity/stocks/ctlt
Cosan S.A. ADS,CSAN,"6,681,095,200",https://www.nasdaq.com/market-activity/stocks/csan
"Mattel, Inc. Common Stock",MAT,"6,676,096,518",https://www.nasdaq.com/market-activity/stocks/mat
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,SAIC,"6,646,825,248",https://www.nasdaq.com/market-activity/stocks/saic
Stifel Financial Corporation Common Stock,SF,"6,632,798,449",https://www.nasdaq.com/market-activity/stocks/sf
"SharkNinja, Inc. Ordinary Shares",SN,"6,612,805,050",https://www.nasdaq.com/market-activity/stocks/sn
Parsons Corporation Common Stock,PSN,"6,603,807,474",https://www.nasdaq.com/market-activity/stocks/psn
Eagle Materials Inc Common Stock,EXP,"6,595,715,234",https://www.nasdaq.com/market-activity/stocks/exp
Comerica Incorporated Common Stock,CMA,"6,589,684,416",https://www.nasdaq.com/market-activity/stocks/cma
"Watts Water Technologies, Inc. Class A Common Stock",WTS,"6,588,265,374",https://www.nasdaq.com/market-activity/stocks/wts
KANZHUN LIMITED American Depository Shares,BZ,"6,577,141,658",https://www.nasdaq.com/market-activity/stocks/bz
"Stag Industrial, Inc. Common Stock",STAG,"6,576,498,070",https://www.nasdaq.com/market-activity/stocks/stag
"SiteOne Landscape Supply, Inc. Common Stock",SITE,"6,576,126,582",https://www.nasdaq.com/market-activity/stocks/site
"Cullen/Frost Bankers, Inc. Common Stock",CFR,"6,569,320,278",https://www.nasdaq.com/market-activity/stocks/cfr
Ciena Corporation Common Stock,CIEN,"6,556,808,444",https://www.nasdaq.com/market-activity/stocks/cien
Cognex Corporation Common Stock,CGNX,"6,553,449,442",https://www.nasdaq.com/market-activity/stocks/cgnx
CAE Inc. Ordinary Shares,CAE,"6,550,008,084",https://www.nasdaq.com/market-activity/stocks/cae
"AppFolio, Inc. Class A Common Stock",APPF,"6,544,108,143",https://www.nasdaq.com/market-activity/stocks/appf
"First Industrial Realty Trust, Inc. Common Stock",FR,"6,542,320,165",https://www.nasdaq.com/market-activity/stocks/fr
PVH Corp. Common Stock,PVH,"6,541,603,788",https://www.nasdaq.com/market-activity/stocks/pvh
"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",XPEV,"6,539,473,260",https://www.nasdaq.com/market-activity/stocks/xpev
"H&R Block, Inc. Common Stock",HRB,"6,538,789,146",https://www.nasdaq.com/market-activity/stocks/hrb
Oshkosh Corporation (Holding Company)Common Stock,OSK,"6,529,575,869",https://www.nasdaq.com/market-activity/stocks/osk
Chord Energy Corporation Common Stock,CHRD,"6,523,642,919",https://www.nasdaq.com/market-activity/stocks/chrd
Fluor Corporation Common Stock,FLR,"6,503,217,185",https://www.nasdaq.com/market-activity/stocks/flr
Wayfair Inc. Class A Common Stock,W,"6,498,891,381",https://www.nasdaq.com/market-activity/stocks/w
"Wyndham Hotels & Resorts, Inc. Common Stock",WH,"6,497,576,556",https://www.nasdaq.com/market-activity/stocks/wh
Encompass Health Corporation Common Stock,EHC,"6,495,603,581",https://www.nasdaq.com/market-activity/stocks/ehc
"Arrow Electronics, Inc. Common Stock",ARW,"6,487,212,812",https://www.nasdaq.com/market-activity/stocks/arw
"Civitas Resources, Inc. Common Stock",CIVI,"6,475,084,135",https://www.nasdaq.com/market-activity/stocks/civi
"Commerce Bancshares, Inc. Common Stock",CBSH,"6,474,183,642",https://www.nasdaq.com/market-activity/stocks/cbsh
ICL Group Ltd. Ordinary Shares,ICL,"6,450,000,000",https://www.nasdaq.com/market-activity/stocks/icl
Matador Resources Company Common Stock,MTDR,"6,447,581,654",https://www.nasdaq.com/market-activity/stocks/mtdr
"Landstar System, Inc. Common Stock",LSTR,"6,447,336,260",https://www.nasdaq.com/market-activity/stocks/lstr
"ShockWave Medical, Inc. Common Stock",SWAV,"6,427,413,850",https://www.nasdaq.com/market-activity/stocks/swav
"Globus Medical, Inc. Class A Common Stock",GMED,"6,408,761,453",https://www.nasdaq.com/market-activity/stocks/gmed
"Applied Industrial Technologies, Inc. Common Stock",AIT,"6,402,378,287",https://www.nasdaq.com/market-activity/stocks/ait
Liberty Global Ltd. Class B Common Shares,LBTYB,"6,402,308,510",https://www.nasdaq.com/market-activity/stocks/lbtyb
Liberty Global Ltd. Class A Common Shares,LBTYA,"6,398,356,468",https://www.nasdaq.com/market-activity/stocks/lbtya
First American Corporation (New) Common Stock,FAF,"6,386,921,108",https://www.nasdaq.com/market-activity/stocks/faf
Murphy Oil Corporation Common Stock,MUR,"6,385,919,649",https://www.nasdaq.com/market-activity/stocks/mur
"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",GIL,"6,354,078,280",https://www.nasdaq.com/market-activity/stocks/gil
"Pinnacle Financial Partners, Inc. Common Stock",PNFP,"6,340,013,353",https://www.nasdaq.com/market-activity/stocks/pnfp
"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",STWD,"6,317,769,388",https://www.nasdaq.com/market-activity/stocks/stwd
Elanco Animal Health Incorporated Common Stock,ELAN,"6,307,815,846",https://www.nasdaq.com/market-activity/stocks/elan
Concentrix Corporation Common Stock,CNXC,"6,299,148,873",https://www.nasdaq.com/market-activity/stocks/cnxc
West Fraser Timber Co. Ltd Common stock,WFG,"6,292,587,072",https://www.nasdaq.com/market-activity/stocks/wfg
Antero Resources Corporation Common Stock,AR,"6,287,380,480",https://www.nasdaq.com/market-activity/stocks/ar
"Crocs, Inc. Common Stock",CROX,"6,283,181,470",https://www.nasdaq.com/market-activity/stocks/crox
Coherent Corp. Common Stock,COHR,"6,268,338,567",https://www.nasdaq.com/market-activity/stocks/cohr
"Ryman Hospitality Properties, Inc. (REIT)",RHP,"6,254,465,270",https://www.nasdaq.com/market-activity/stocks/rhp
Genpact Limited Common Stock,G,"6,233,330,030",https://www.nasdaq.com/market-activity/stocks/g
Pilgrim's Pride Corporation Common Stock,PPC,"6,222,839,334",https://www.nasdaq.com/market-activity/stocks/ppc
Weatherford International plc Ordinary Shares,WFRD,"6,215,901,703",https://www.nasdaq.com/market-activity/stocks/wfrd
Antero Midstream Corporation Common Stock,AM,"6,207,486,220",https://www.nasdaq.com/market-activity/stocks/am
Western Alliance Bancorporation Common Stock (DE),WAL,"6,194,022,116",https://www.nasdaq.com/market-activity/stocks/wal
"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",MNSO,"6,176,283,331",https://www.nasdaq.com/market-activity/stocks/mnso
Ascendis Pharma A/S American Depositary Shares,ASND,"6,154,730,649",https://www.nasdaq.com/market-activity/stocks/asnd
"MACOM Technology Solutions Holdings, Inc. Common Stock",MTSI,"6,150,958,788",https://www.nasdaq.com/market-activity/stocks/mtsi
Tellurian Inc. 8.25% Senior Notes due 2028,TELZ,"6,138,925,660",https://www.nasdaq.com/market-activity/stocks/telz
RLI Corp. Common Stock (DE),RLI,"6,135,753,684",https://www.nasdaq.com/market-activity/stocks/rli
Olin Corporation Common Stock,OLN,"6,125,028,858",https://www.nasdaq.com/market-activity/stocks/oln
"Selective Insurance Group, Inc. Common Stock",SIGI,"6,124,890,858",https://www.nasdaq.com/market-activity/stocks/sigi
Sasol Ltd. American Depositary Shares,SSL,"6,118,375,695",https://www.nasdaq.com/market-activity/stocks/ssl
Whirlpool Corporation Common Stock,WHR,"6,110,076,895",https://www.nasdaq.com/market-activity/stocks/whr
ZoomInfo Technologies Inc Common Stock,ZI,"6,096,196,580",https://www.nasdaq.com/market-activity/stocks/zi
SouthState Corporation Common Stock,SSB,"6,074,571,504",https://www.nasdaq.com/market-activity/stocks/ssb
Crane Company Common Stock,CR,"6,060,437,916",https://www.nasdaq.com/market-activity/stocks/cr
"Littelfuse, Inc. Common Stock",LFUS,"6,053,151,792",https://www.nasdaq.com/market-activity/stocks/lfus
Healthcare Realty Trust Incorporated Common Stock,HR,"6,048,280,359",https://www.nasdaq.com/market-activity/stocks/hr
AGNC Investment Corp. Common Stock,AGNC,"6,046,663,790",https://www.nasdaq.com/market-activity/stocks/agnc
Fabrinet Ordinary Shares,FN,"6,040,005,143",https://www.nasdaq.com/market-activity/stocks/fn
"The Ensign Group, Inc. Common Stock",ENSG,"6,023,453,795",https://www.nasdaq.com/market-activity/stocks/ensg
Hexcel Corporation Common Stock,HXL,"6,002,181,940",https://www.nasdaq.com/market-activity/stocks/hxl
"Dillard's, Inc. Common Stock",DDS,"5,992,250,298",https://www.nasdaq.com/market-activity/stocks/dds
Freshworks Inc. Class A Common Stock,FRSH,"5,982,562,373",https://www.nasdaq.com/market-activity/stocks/frsh
Levi Strauss & Co Class A Common Stock,LEVI,"5,968,937,141",https://www.nasdaq.com/market-activity/stocks/levi
Smartsheet Inc. Class A Common Stock,SMAR,"5,967,462,858",https://www.nasdaq.com/market-activity/stocks/smar
"Planet Fitness, Inc. Common Stock",PLNT,"5,963,138,597",https://www.nasdaq.com/market-activity/stocks/plnt
Agree Realty Corporation Common Stock,ADC,"5,919,606,134",https://www.nasdaq.com/market-activity/stocks/adc
ADT Inc. Common Stock,ADT,"5,918,092,624",https://www.nasdaq.com/market-activity/stocks/adt
"Prosperity Bancshares, Inc. Common Stock",PB,"5,907,790,700",https://www.nasdaq.com/market-activity/stocks/pb
"Mohawk Industries, Inc. Common Stock",MHK,"5,877,862,999",https://www.nasdaq.com/market-activity/stocks/mhk
"HealthEquity, Inc. Common Stock",HQY,"5,875,662,341",https://www.nasdaq.com/market-activity/stocks/hqy
Wix.com Ltd. Ordinary Shares,WIX,"5,862,687,600",https://www.nasdaq.com/market-activity/stocks/wix
"EnLink Midstream, LLC Common Units representing Limited Partner Interests",ENLC,"5,856,835,256",https://www.nasdaq.com/market-activity/stocks/enlc
Boyd Gaming Corporation Common Stock,BYD,"5,844,325,986",https://www.nasdaq.com/market-activity/stocks/byd
"Five9, Inc. Common Stock",FIVN,"5,844,026,215",https://www.nasdaq.com/market-activity/stocks/fivn
