company_name,ticker_symbol,market_cap,url
Tantech Holdings Ltd. Common Shares,TANH,"4,684,200",https://www.nasdaq.com/market-activity/stocks/tanh
iSpecimen Inc. Common Stock,ISPC,"4,664,965",https://www.nasdaq.com/market-activity/stocks/ispc
"Blue Water Biotech, Inc. Common Stock",BWV,"4,661,987",https://www.nasdaq.com/market-activity/stocks/bwv
Fresh2 Group Limited American Depositary Shares,FRES,"4,652,890",https://www.nasdaq.com/market-activity/stocks/fres
"Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares",AMBO,"4,639,350",https://www.nasdaq.com/market-activity/stocks/ambo
"Silo Pharma, Inc. Common Stock",SILO,"4,632,108",https://www.nasdaq.com/market-activity/stocks/silo
"Universal Security Instruments, Inc. Common Stock",UUU,"4,625,774",https://www.nasdaq.com/market-activity/stocks/uuu
"ADDvantage Technologies Group, Inc. Common Stock",AEY,"4,618,648",https://www.nasdaq.com/market-activity/stocks/aey
CN Energy Group Inc. Class A Ordinary Shares,CNEY,"4,610,848",https://www.nasdaq.com/market-activity/stocks/cney
Wearable Devices Ltd. Ordinary Share,WLDS,"4,563,160",https://www.nasdaq.com/market-activity/stocks/wlds
"The Singing Machine Company, Inc. Common Stock",MICS,"4,558,302",https://www.nasdaq.com/market-activity/stocks/mics
"Wheeler Real Estate Investment Trust, Inc. Class B Preferred Stock",WHLRP,"4,517,367",https://www.nasdaq.com/market-activity/stocks/whlrp
Antelope Enterprise Holdings Limited Class A Ordinary Shares,AEHL,"4,497,860",https://www.nasdaq.com/market-activity/stocks/aehl
Avalon GloboCare Corp. Common Stock,ALBT,"4,485,610",https://www.nasdaq.com/market-activity/stocks/albt
"Heartbeam, Inc. Warrant",BEATW,"4,475,935",https://www.nasdaq.com/market-activity/stocks/beatw
"Exicure, Inc. Common Stock",XCUR,"4,473,769",https://www.nasdaq.com/market-activity/stocks/xcur
"Artelo Biosciences, Inc. Common Stock",ARTL,"4,464,543",https://www.nasdaq.com/market-activity/stocks/artl
VivoPower International PLC Ordinary Shares,VVPR,"4,409,792",https://www.nasdaq.com/market-activity/stocks/vvpr
Rail Vision Ltd. Ordinary Share,RVSN,"4,407,469",https://www.nasdaq.com/market-activity/stocks/rvsn
"Sidus Space, Inc. Class A Common Stock",SIDU,"4,393,396",https://www.nasdaq.com/market-activity/stocks/sidu
"First Wave BioPharma, Inc. Common Stock",FWBI,"4,387,493",https://www.nasdaq.com/market-activity/stocks/fwbi
"Avinger, Inc. Common Stock",AVGR,"4,329,573",https://www.nasdaq.com/market-activity/stocks/avgr
"Save Foods, Inc. Common Stock",SVFD,"4,312,521",https://www.nasdaq.com/market-activity/stocks/svfd
"The NFT Gaming Company, Inc. Common Stock",NFTG,"4,291,793",https://www.nasdaq.com/market-activity/stocks/nftg
Addex Therapeutics Ltd American Depositary Shares,ADXN,"4,287,422",https://www.nasdaq.com/market-activity/stocks/adxn
MicroCloud Hologram Inc. Warrant,HOLOW,"4,273,292",https://www.nasdaq.com/market-activity/stocks/holow
ParaZero Technologies Ltd. Ordinary Shares,PRZO,"4,221,562",https://www.nasdaq.com/market-activity/stocks/przo
"Verde Clean Fuels, Inc. Warrant",VGASW,"4,154,985",https://www.nasdaq.com/market-activity/stocks/vgasw
CEA Industries Inc. Common Stock,CEAD,"4,141,564",https://www.nasdaq.com/market-activity/stocks/cead
"TransCode Therapeutics, Inc. Common Stock",RNAZ,"4,140,105",https://www.nasdaq.com/market-activity/stocks/rnaz
"Titan Pharmaceuticals, Inc. Common Stock",TTNP,"4,135,488",https://www.nasdaq.com/market-activity/stocks/ttnp
"Virpax Pharmaceuticals, Inc. Common Stock",VRPX,"4,123,428",https://www.nasdaq.com/market-activity/stocks/vrpx
"Kiora Pharmaceuticals, Inc. Common Stock",KPRX,"4,113,743",https://www.nasdaq.com/market-activity/stocks/kprx
"Windtree Therapeutics, Inc. Common Stock",WINT,"4,101,586",https://www.nasdaq.com/market-activity/stocks/wint
"Evoke Pharma, Inc. Common Stock",EVOK,"4,045,115",https://www.nasdaq.com/market-activity/stocks/evok
"Bluejay Diagnostics, Inc. Common Stock",BJDX,"4,039,596",https://www.nasdaq.com/market-activity/stocks/bjdx
"OpGen, Inc. Common Stock",OPGN,"4,005,410",https://www.nasdaq.com/market-activity/stocks/opgn
"60 Degrees Pharmaceuticals, Inc. Common Stock",SXTP,"3,994,720",https://www.nasdaq.com/market-activity/stocks/sxtp
Grom Social Enterprises Inc. Warrants,GROMW,"3,955,336",https://www.nasdaq.com/market-activity/stocks/gromw
"Tenon Medical, Inc. Common Stock",TNON,"3,953,674",https://www.nasdaq.com/market-activity/stocks/tnon
JE Cleantech Holdings Limited Ordinary Shares,JCSE,"3,913,211",https://www.nasdaq.com/market-activity/stocks/jcse
"NeuroMetrix, Inc. Common Stock",NURO,"3,908,197",https://www.nasdaq.com/market-activity/stocks/nuro
"NexImmune, Inc. Common Stock",NEXI,"3,893,900",https://www.nasdaq.com/market-activity/stocks/nexi
Kidpik Corp. Common Stock,PIK,"3,838,488",https://www.nasdaq.com/market-activity/stocks/pik
"DatChat, Inc. Common Stock",DATS,"3,831,199",https://www.nasdaq.com/market-activity/stocks/dats
"Digital Brands Group, Inc. Common Stock",DBGI,"3,819,789",https://www.nasdaq.com/market-activity/stocks/dbgi
"China Pharma Holdings, Inc. Common Stock",CPHI,"3,789,442",https://www.nasdaq.com/market-activity/stocks/cphi
Biophytis SA American Depositary Share (0.01 Euro),BPTS,"3,759,714",https://www.nasdaq.com/market-activity/stocks/bpts
Clever Leaves Holdings Inc. Common Shares,CLVR,"3,752,077",https://www.nasdaq.com/market-activity/stocks/clvr
Senmiao Technology Limited Common Stock,AIHS,"3,732,492",https://www.nasdaq.com/market-activity/stocks/aihs
Apollomics Inc. Warrant,APLMW,"3,732,221",https://www.nasdaq.com/market-activity/stocks/aplmw
Akerna Corp. Common Stock,KERN,"3,724,558",https://www.nasdaq.com/market-activity/stocks/kern
"XBP Europe Holdings, Inc. Warrant",XBPEW,"3,698,364",https://www.nasdaq.com/market-activity/stocks/xbpew
Esports Entertainment Group Inc. Warrant,GMBLW,"3,693,738",https://www.nasdaq.com/market-activity/stocks/gmblw
"Bullfrog AI Holdings, Inc. Warrants",BFRGW,"3,658,005",https://www.nasdaq.com/market-activity/stocks/bfrgw
"Protagenic Therapeutics, Inc. Common Stock",PTIX,"3,639,469",https://www.nasdaq.com/market-activity/stocks/ptix
"MedAvail Holdings, Inc. Common Stock",MDVL,"3,631,300",https://www.nasdaq.com/market-activity/stocks/mdvl
"Qualigen Therapeutics, Inc. Common Stock",QLGN,"3,626,741",https://www.nasdaq.com/market-activity/stocks/qlgn
"Arcadia Biosciences, Inc. Common Stock",RKDA,"3,608,595",https://www.nasdaq.com/market-activity/stocks/rkda
"INVO BioScience, Inc. Common Stock",INVO,"3,538,901",https://www.nasdaq.com/market-activity/stocks/invo
"AdTheorent Holding Company, Inc. Warrants",ADTHW,"3,529,676",https://www.nasdaq.com/market-activity/stocks/adthw
"Enveric Biosciences, Inc. Common Stock",ENVB,"3,528,399",https://www.nasdaq.com/market-activity/stocks/envb
"Revelation Biosciences, Inc. Common Stock",REVB,"3,526,490",https://www.nasdaq.com/market-activity/stocks/revb
"Inspire Veterinary Partners, Inc. Class A Common Stock",IVP,"3,483,597",https://www.nasdaq.com/market-activity/stocks/ivp
"Cuentas, Inc. Common Stock",CUEN,"3,481,175",https://www.nasdaq.com/market-activity/stocks/cuen
SharpLink Gaming Ltd. Ordinary Shares,SBET,"3,465,118",https://www.nasdaq.com/market-activity/stocks/sbet
"Regional Health Properties, Inc. Common Stock",RHE,"3,464,772",https://www.nasdaq.com/market-activity/stocks/rhe
"Staffing 360 Solutions, Inc. Common Stock (DE)",STAF,"3,438,926",https://www.nasdaq.com/market-activity/stocks/staf
"Ensysce Biosciences, Inc. Common Stock",ENSC,"3,429,223",https://www.nasdaq.com/market-activity/stocks/ensc
"Cyclacel Pharmaceuticals, Inc. Common Stock",CYCC,"3,427,469",https://www.nasdaq.com/market-activity/stocks/cycc
"WaveDancer, Inc. Common Stock",WAVD,"3,402,274",https://www.nasdaq.com/market-activity/stocks/wavd
"Phunware, Inc. Warrants",PHUNW,"3,385,994",https://www.nasdaq.com/market-activity/stocks/phunw
LQR House Inc. Common Stock,LQR,"3,379,429",https://www.nasdaq.com/market-activity/stocks/lqr
Netcapital Inc. Common Stock,NCPL,"3,321,758",https://www.nasdaq.com/market-activity/stocks/ncpl
UTime Limited Ordinary Shares,WTO,"3,310,541",https://www.nasdaq.com/market-activity/stocks/wto
"Pop Culture Group Co., Ltd Class A Ordinary Shares",CPOP,"3,308,319",https://www.nasdaq.com/market-activity/stocks/cpop
Cingulate Inc. Common Stock,CING,"3,307,610",https://www.nasdaq.com/market-activity/stocks/cing
The Alkaline Water Company Inc. Common Stock,WTER,"3,300,339",https://www.nasdaq.com/market-activity/stocks/wter
"PARTS iD, Inc. Class A Common Stock",ID,"3,292,619",https://www.nasdaq.com/market-activity/stocks/id
"IT Tech Packaging, Inc. Common Stock",ITP,"3,291,556",https://www.nasdaq.com/market-activity/stocks/itp
"ReShape Lifesciences, Inc. Common Stock",RSLS,"3,277,302",https://www.nasdaq.com/market-activity/stocks/rsls
"SHF Holdings, Inc. Warrants",SHFSW,"3,261,532",https://www.nasdaq.com/market-activity/stocks/shfsw
Clene Inc. Warrant,CLNNW,"3,223,232",https://www.nasdaq.com/market-activity/stocks/clnnw
Aptevo Therapeutics Inc. Common Stock,APVO,"3,213,299",https://www.nasdaq.com/market-activity/stocks/apvo
"Actelis Networks, Inc. Common Stock",ASNS,"3,191,812",https://www.nasdaq.com/market-activity/stocks/asns
Jeffs' Brands Ltd Ordinary Shares,JFBR,"3,185,997",https://www.nasdaq.com/market-activity/stocks/jfbr
SciSparc Ltd. Ordinary Shares,SPRC,"3,178,649",https://www.nasdaq.com/market-activity/stocks/sprc
"Verb Technology Company, Inc. Common Stock",VERB,"3,129,060",https://www.nasdaq.com/market-activity/stocks/verb
"Petros Pharmaceuticals, Inc. Common Stock",PTPI,"3,037,475",https://www.nasdaq.com/market-activity/stocks/ptpi
Bit Brother Limited Class A Ordinary Shares,BETS,"3,021,015",https://www.nasdaq.com/market-activity/stocks/bets
"NeuBase Therapeutics, Inc. Common Stock",NBSE,"3,020,657",https://www.nasdaq.com/market-activity/stocks/nbse
"Nauticus Robotics, Inc. Warrant",KITTW,"3,002,149",https://www.nasdaq.com/market-activity/stocks/kittw
"Yield10 Bioscience, Inc. Common Stock",YTEN,"2,982,070",https://www.nasdaq.com/market-activity/stocks/yten
"Harbor Custom Development, Inc. 8.0% Series A Cumulative Convertible Preferred Stock, no par value",HCDIP,"2,981,532",https://www.nasdaq.com/market-activity/stocks/hcdip
"Ascent Solar Technologies, Inc. Common Stock",ASTI,"2,967,256",https://www.nasdaq.com/market-activity/stocks/asti
"Nova Lifestyle, Inc. Common Stock",NVFY,"2,958,856",https://www.nasdaq.com/market-activity/stocks/nvfy
SMX (Security Matters) Public Limited Company Class A Ordinary Shares,SMX,"2,949,280",https://www.nasdaq.com/market-activity/stocks/smx
"Tivic Health Systems, Inc. Common Stock",TIVC,"2,946,845",https://www.nasdaq.com/market-activity/stocks/tivc
Nutriband Inc. Warrant,NTRBW,"2,898,266",https://www.nasdaq.com/market-activity/stocks/ntrbw
Treasure Global Inc. Common Stock,TGL,"2,879,657",https://www.nasdaq.com/market-activity/stocks/tgl
Altamira Therapeutics Ltd. Common Shares,CYTO,"2,865,201",https://www.nasdaq.com/market-activity/stocks/cyto
Celularity Inc. Warrant,CELUW,"2,864,223",https://www.nasdaq.com/market-activity/stocks/celuw
"ReTo Eco-Solutions, Inc. Common Shares",RETO,"2,838,488",https://www.nasdaq.com/market-activity/stocks/reto
"Nexalin Technology, Inc. Common Stock",NXL,"2,826,637",https://www.nasdaq.com/market-activity/stocks/nxl
Edible Garden AG Incorporated Common Stock,EDBL,"2,824,864",https://www.nasdaq.com/market-activity/stocks/edbl
PainReform Ltd. Ordinary Shares,PRFX,"2,808,640",https://www.nasdaq.com/market-activity/stocks/prfx
COMSovereign Holding Corp. Common Stock,COMS,"2,790,914",https://www.nasdaq.com/market-activity/stocks/coms
Taoping Inc. Ordinary Shares,TAOP,"2,790,287",https://www.nasdaq.com/market-activity/stocks/taop
Bone Biologics Corp Warrants,BBLGW,"2,786,474",https://www.nasdaq.com/market-activity/stocks/bblgw
"PetVivo Holdings, Inc. Warrant",PETVW,"2,748,979",https://www.nasdaq.com/market-activity/stocks/petvw
"Roadzen, Inc. Warrants",RDZNW,"2,737,633",https://www.nasdaq.com/market-activity/stocks/rdznw
"Sonnet BioTherapeutics Holdings, Inc. Common Stock",SONN,"2,730,782",https://www.nasdaq.com/market-activity/stocks/sonn
"Hallmark Financial Services, Inc. Common Stock",HALL,"2,725,359",https://www.nasdaq.com/market-activity/stocks/hall
"Worksport, Ltd. Warrant",WKSPW,"2,722,663",https://www.nasdaq.com/market-activity/stocks/wkspw
"ThermoGenesis Holdings, Inc. Common Stock",THMO,"2,720,917",https://www.nasdaq.com/market-activity/stocks/thmo
Onfolio Holdings Inc. Common Stock,ONFO,"2,714,025",https://www.nasdaq.com/market-activity/stocks/onfo
Eightco Holdings Inc. Common Stock,OCTO,"2,689,443",https://www.nasdaq.com/market-activity/stocks/octo
Virax Biolabs Group Limited Ordinary Shares,VRAX,"2,663,715",https://www.nasdaq.com/market-activity/stocks/vrax
JanOne Inc. Common Stock (NV),JAN,"2,642,426",https://www.nasdaq.com/market-activity/stocks/jan
Dynatronics Corporation Common Stock,DYNT,"2,626,526",https://www.nasdaq.com/market-activity/stocks/dynt
Intelligent Bio Solutions Inc. Common Stock,INBS,"2,620,314",https://www.nasdaq.com/market-activity/stocks/inbs
"SAB Biotherapeutics, Inc. Warrant",SABSW,"2,615,958",https://www.nasdaq.com/market-activity/stocks/sabsw
"Biolase, Inc. Common Stock",BIOL,"2,595,358",https://www.nasdaq.com/market-activity/stocks/biol
"Recruiter.com Group, Inc. Common Stock",RCRT,"2,566,686",https://www.nasdaq.com/market-activity/stocks/rcrt
"Allarity Therapeutics, Inc. Common Stock",ALLR,"2,558,299",https://www.nasdaq.com/market-activity/stocks/allr
micromobility.com Inc. Class A Common stock,MCOM,"2,517,633",https://www.nasdaq.com/market-activity/stocks/mcom
"Catheter Precision, Inc. Common Stock",VTAK,"2,510,998",https://www.nasdaq.com/market-activity/stocks/vtak
"NextPlay Technologies, Inc. Common Stock",NXTP,"2,494,755",https://www.nasdaq.com/market-activity/stocks/nxtp
"Sigma Additive Solutions, Inc. Common Stock",SASI,"2,489,549",https://www.nasdaq.com/market-activity/stocks/sasi
"Salarius Pharmaceuticals, Inc. Common Stock",SLRX,"2,481,213",https://www.nasdaq.com/market-activity/stocks/slrx
"Sonoma Pharmaceuticals, Inc. Common Stock",SNOA,"2,473,223",https://www.nasdaq.com/market-activity/stocks/snoa
"Adial Pharmaceuticals, Inc Common Stock",ADIL,"2,472,501",https://www.nasdaq.com/market-activity/stocks/adil
"Panbela Therapeutics, Inc. Common Stock",PBLA,"2,450,521",https://www.nasdaq.com/market-activity/stocks/pbla
Polished Inc. Common Stock,POL,"2,446,843",https://www.nasdaq.com/market-activity/stocks/pol
SCWorx Corp. Common Stock,WORX,"2,446,291",https://www.nasdaq.com/market-activity/stocks/worx
"Dermata Therapeutics, Inc. Common Stock",DRMA,"2,423,666",https://www.nasdaq.com/market-activity/stocks/drma
Brooge Holdings Limited Warrant expiring 12/20/2024,BROGW,"2,410,931",https://www.nasdaq.com/market-activity/stocks/brogw
Anghami Inc. Warrants,ANGHW,"2,405,523",https://www.nasdaq.com/market-activity/stocks/anghw
Fangdd Network Group Ltd. American Depositary Shares,DUO,"2,403,907",https://www.nasdaq.com/market-activity/stocks/duo
Dragonfly Energy Holdings Corp. Warrant,DFLIW,"2,376,077",https://www.nasdaq.com/market-activity/stocks/dfliw
Hub Cyber Security Ltd. Warrant 2/27/28,HUBCW,"2,354,657",https://www.nasdaq.com/market-activity/stocks/hubcw
"ZeroFox Holdings, Inc. Warrants",ZFOXW,"2,340,742",https://www.nasdaq.com/market-activity/stocks/zfoxw
"WiSA Technologies, Inc. Common Stock",WISA,"2,329,617",https://www.nasdaq.com/market-activity/stocks/wisa
InVivo Therapeutics Holdings Corp Common Stock,NVIV,"2,329,395",https://www.nasdaq.com/market-activity/stocks/nviv
Agrify Corporation Common Stock,AGFY,"2,328,306",https://www.nasdaq.com/market-activity/stocks/agfy
"YS Biopharma Co., Ltd. Warrants",YSBPW,"2,326,455",https://www.nasdaq.com/market-activity/stocks/ysbpw
"BIO-key International, Inc. Common Stock",BKYI,"2,315,159",https://www.nasdaq.com/market-activity/stocks/bkyi
Esports Entertainment Group Inc. Common Stock,GMBL,"2,300,813",https://www.nasdaq.com/market-activity/stocks/gmbl
Scinai Immunotherapeutics Ltd. American Depositary Shares,SCNI,"2,298,841",https://www.nasdaq.com/market-activity/stocks/scni
"Motus GI Holdings, Inc. Common Stock",MOTS,"2,296,705",https://www.nasdaq.com/market-activity/stocks/mots
Phio Pharmaceuticals Corp. Common Stock,PHIO,"2,278,270",https://www.nasdaq.com/market-activity/stocks/phio
Blue Star Foods Corp. Common Stock,BSFC,"2,265,815",https://www.nasdaq.com/market-activity/stocks/bsfc
Oblong Inc. Common Stock,OBLG,"2,251,157",https://www.nasdaq.com/market-activity/stocks/oblg
"Advent Technologies Holdings, Inc. Warrant",ADNWW,"2,251,124",https://www.nasdaq.com/market-activity/stocks/adnww
Gorilla Technology Group Inc. Warrant,GRRRW,"2,241,351",https://www.nasdaq.com/market-activity/stocks/grrrw
SaverOne 2014 Ltd. American Depositary Shares,SVRE,"2,224,000",https://www.nasdaq.com/market-activity/stocks/svre
"NanoVibronix, Inc. Common Stock",NAOV,"2,189,550",https://www.nasdaq.com/market-activity/stocks/naov
"SuperCom, Ltd. Ordinary Shares (Israel)",SPCB,"2,145,913",https://www.nasdaq.com/market-activity/stocks/spcb
"cbdMD, Inc. Common Stock",YCBD,"2,141,423",https://www.nasdaq.com/market-activity/stocks/ycbd
TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,TIRX,"2,126,080",https://www.nasdaq.com/market-activity/stocks/tirx
Ucommune International Ltd Ordinary Shares,UK,"2,104,637",https://www.nasdaq.com/market-activity/stocks/uk
InMed Pharmaceuticals Inc. Common Shares,INM,"2,101,988",https://www.nasdaq.com/market-activity/stocks/inm
Brera Holdings PLC Class B Ordinary Shares,BREA,"2,100,602",https://www.nasdaq.com/market-activity/stocks/brea
Fusion Fuel Green PLC Warrant,HTOOW,"2,070,847",https://www.nasdaq.com/market-activity/stocks/htoow
"Avenue Therapeutics, Inc. Common Stock",ATXI,"2,033,510",https://www.nasdaq.com/market-activity/stocks/atxi
Biodexa Pharmaceuticals plc American Depositary Shs,BDRX,"2,029,193",https://www.nasdaq.com/market-activity/stocks/bdrx
FOXO Technologies Inc. Class A Common Stock,FOXO,"2,015,002",https://www.nasdaq.com/market-activity/stocks/foxo
Clearmind Medicine Inc. Common Shares,CMND,"2,004,357",https://www.nasdaq.com/market-activity/stocks/cmnd
Sharps Technology Inc. Warrant,STSSW,"1,982,625",https://www.nasdaq.com/market-activity/stocks/stssw
"My Size, Inc. Common Stock",MYSZ,"1,968,579",https://www.nasdaq.com/market-activity/stocks/mysz
Grom Social Enterprises Inc. Common Stock,GROM,"1,948,151",https://www.nasdaq.com/market-activity/stocks/grom
"Aclarion, Inc. Common Stock",ACON,"1,934,462",https://www.nasdaq.com/market-activity/stocks/acon
Versus Systems Inc. Common Shares,VS,"1,928,551",https://www.nasdaq.com/market-activity/stocks/vs
"iBio, Inc. Common Stock",IBIO,"1,909,865",https://www.nasdaq.com/market-activity/stocks/ibio
Assure Holdings Corp. Common Stock,IONM,"1,902,585",https://www.nasdaq.com/market-activity/stocks/ionm
"NovaBay Pharmaceuticals, Inc. Common Stock",NBY,"1,889,580",https://www.nasdaq.com/market-activity/stocks/nby
"Harbor Custom Development, Inc. Common Stock",HCDI,"1,889,080",https://www.nasdaq.com/market-activity/stocks/hcdi
"AEye, Inc. Warrant",LIDRW,"1,881,431",https://www.nasdaq.com/market-activity/stocks/lidrw
1847 Holdings LLC Common Shares,EFSH,"1,868,935",https://www.nasdaq.com/market-activity/stocks/efsh
"GeoVax Labs, Inc. Warrants",GOVXW,"1,866,001",https://www.nasdaq.com/market-activity/stocks/govxw
"NuZee, Inc. Common Stock",NUZE,"1,864,174",https://www.nasdaq.com/market-activity/stocks/nuze
Power REIT (MD) Common Stock,PW,"1,847,365",https://www.nasdaq.com/market-activity/stocks/pw
"Nuwellis, Inc. Common Stock",NUWE,"1,845,598",https://www.nasdaq.com/market-activity/stocks/nuwe
Akanda Corp. Common Shares,AKAN,"1,823,600",https://www.nasdaq.com/market-activity/stocks/akan
Crown Electrokinetics Corp. Common Stock,CRKN,"1,822,191",https://www.nasdaq.com/market-activity/stocks/crkn
"Tharimmune, Inc. Common Stock",THAR,"1,806,333",https://www.nasdaq.com/market-activity/stocks/thar
"Reliance Global Group, Inc. Common Stock",RELI,"1,805,917",https://www.nasdaq.com/market-activity/stocks/reli
"SiNtx Technologies, Inc. Common Stock",SINT,"1,801,878",https://www.nasdaq.com/market-activity/stocks/sint
Neptune Wellness Solutions Inc. Ordinary Shares,NEPT,"1,794,687",https://www.nasdaq.com/market-activity/stocks/nept
180 Life Sciences Corp. Common Stock,ATNF,"1,779,158",https://www.nasdaq.com/market-activity/stocks/atnf
"IMAC Holdings, Inc. Common Stock",BACK,"1,775,895",https://www.nasdaq.com/market-activity/stocks/back
"Nogin, Inc. Common Stock",NOGN,"1,749,679",https://www.nasdaq.com/market-activity/stocks/nogn
"Heart Test Laboratories, Inc. Common Stock",HSCS,"1,749,541",https://www.nasdaq.com/market-activity/stocks/hscs
"Eastside Distilling, Inc. Common Stock",EAST,"1,749,387",https://www.nasdaq.com/market-activity/stocks/east
"American Rebel Holdings, Inc. Common Stock",AREB,"1,735,386",https://www.nasdaq.com/market-activity/stocks/areb
"Xenetic Biosciences, Inc. Warrants",XBIOW,"1,725,566",https://www.nasdaq.com/market-activity/stocks/xbiow
"Siyata Mobile, Inc. Common Shares",SYTA,"1,684,103",https://www.nasdaq.com/market-activity/stocks/syta
Cardio Diagnostics Holdings Inc. Warrant,CDIOW,"1,682,389",https://www.nasdaq.com/market-activity/stocks/cdiow
"GRI Bio, Inc. Common Stock",GRI,"1,623,177",https://www.nasdaq.com/market-activity/stocks/gri
"LogicMark, Inc. Common Stock (NV)",LGMK,"1,617,679",https://www.nasdaq.com/market-activity/stocks/lgmk
"Greenlane Holdings, Inc. Class A Common Stock",GNLN,"1,607,008",https://www.nasdaq.com/market-activity/stocks/gnln
"PaxMedica, Inc. Common Stock",PXMD,"1,591,144",https://www.nasdaq.com/market-activity/stocks/pxmd
"Ampio Pharmaceuticals, Inc.",AMPE,"1,580,840",https://www.nasdaq.com/market-activity/stocks/ampe
"Jiuzi Holdings, Inc. Ordinary Shares",JZXN,"1,559,924",https://www.nasdaq.com/market-activity/stocks/jzxn
"Aditxt, Inc. Common Stock",ADTX,"1,515,549",https://www.nasdaq.com/market-activity/stocks/adtx
Lion Group Holding Ltd. American Depositary Share,LGHL,"1,476,838",https://www.nasdaq.com/market-activity/stocks/lghl
Inspira Technologies Oxy B.H.N. Ltd. Warrant,IINNW,"1,474,062",https://www.nasdaq.com/market-activity/stocks/iinnw
CXApp Inc. Warrant,CXAIW,"1,462,896",https://www.nasdaq.com/market-activity/stocks/cxaiw
"Presto Automation, Inc. Warrant",PRSTW,"1,427,778",https://www.nasdaq.com/market-activity/stocks/prstw
"Coeptis Therapeutics Holdings, Inc. Warrants",COEPW,"1,405,251",https://www.nasdaq.com/market-activity/stocks/coepw
Bone Biologics Corp Common Stock,BBLG,"1,319,579",https://www.nasdaq.com/market-activity/stocks/bblg
EUDA Health Holdings Limited Warrant,EUDAW,"1,300,819",https://www.nasdaq.com/market-activity/stocks/eudaw
"BioCardia, Inc. Warrant",BCDAW,"1,297,166",https://www.nasdaq.com/market-activity/stocks/bcdaw
"Gaucho Group Holdings, Inc. Common Stock",VINO,"1,293,329",https://www.nasdaq.com/market-activity/stocks/vino
"Wheeler Real Estate Investment Trust, Inc. Common Stock",WHLR,"1,291,322",https://www.nasdaq.com/market-activity/stocks/whlr
SeaStar Medical Holding Corporation Warrant,ICUCW,"1,249,915",https://www.nasdaq.com/market-activity/stocks/icucw
AERWINS Technologies Inc. Warrant,AWINW,"1,247,495",https://www.nasdaq.com/market-activity/stocks/awinw
Data Storage Corporation Warrant,DTSTW,"1,234,733",https://www.nasdaq.com/market-activity/stocks/dtstw
"Applied UV, Inc. Common Stock",AUVI,"1,213,511",https://www.nasdaq.com/market-activity/stocks/auvi
"BurgerFi International, Inc. Warrant",BFIIW,"1,207,310",https://www.nasdaq.com/market-activity/stocks/bfiiw
"Innovative Eyewear, Inc. Series A Warrants",LUCYW,"1,162,552",https://www.nasdaq.com/market-activity/stocks/lucyw
"Aeries Technology, Inc. Warrant",AERTW,"1,144,325",https://www.nasdaq.com/market-activity/stocks/aertw
"ZyVersa Therapeutics, Inc. Common Stock",ZVSA,"1,117,724",https://www.nasdaq.com/market-activity/stocks/zvsa
"China SXT Pharmaceuticals, Inc. Ordinary Shares",SXTC,"1,108,447",https://www.nasdaq.com/market-activity/stocks/sxtc
LumiraDx Limited Warrant,LMDXW,"1,094,994",https://www.nasdaq.com/market-activity/stocks/lmdxw
NeuroSense Therapeutics Ltd. Warrant,NRSNW,"1,060,377",https://www.nasdaq.com/market-activity/stocks/nrsnw
Wearable Devices Ltd. Warrant,WLDSW,"1,053,500",https://www.nasdaq.com/market-activity/stocks/wldsw
Nuvve Holding Corp. Warrant,NVVEW,"1,015,846",https://www.nasdaq.com/market-activity/stocks/nvvew
"Estrella Immunopharma, Inc. Warrant",ESLAW,"1,003,235",https://www.nasdaq.com/market-activity/stocks/eslaw
"Semantix, Inc. Warrant",STIXW,"988,800",https://www.nasdaq.com/market-activity/stocks/stixw
Faraday Future Intelligent Electric Inc. Warrant,FFIEW,"976,078",https://www.nasdaq.com/market-activity/stocks/ffiew
Movella Holdings Inc. Warrant,MVLAW,"931,606",https://www.nasdaq.com/market-activity/stocks/mvlaw
"Freight Technologies, Inc. Ordinary Shares",FRGT,"924,167",https://www.nasdaq.com/market-activity/stocks/frgt
"BT Brands, Inc. Warrant",BTBDW,"881,952",https://www.nasdaq.com/market-activity/stocks/btbdw
Connexa Sports Technologies Inc. Common Stock,CNXA,"869,352",https://www.nasdaq.com/market-activity/stocks/cnxa
Cemtrex Inc. Series 1 Preferred Stock,CETXP,"845,988",https://www.nasdaq.com/market-activity/stocks/cetxp
AgriFORCE Growing Systems Ltd. Common Shares,AGRI,"833,971",https://www.nasdaq.com/market-activity/stocks/agri
Dunxin Financial Holdings Limited American Depositary Shares,DXF,"825,062",https://www.nasdaq.com/market-activity/stocks/dxf
"Presidio Property Trust, Inc. Series A Common Stock Purchase Warrants",SQFTW,"820,621",https://www.nasdaq.com/market-activity/stocks/sqftw
"Smart for Life, Inc. Common Stock",SMFL,"820,566",https://www.nasdaq.com/market-activity/stocks/smfl
"ProSomnus, Inc. Warrant",OSAAW,"818,290",https://www.nasdaq.com/market-activity/stocks/osaaw
Generation Income Properties Inc Warrant,GIPRW,"798,950",https://www.nasdaq.com/market-activity/stocks/giprw
TC BioPharm (Holdings) plc American Depositary Shares,TCBP,"796,315",https://www.nasdaq.com/market-activity/stocks/tcbp
"Vintage Wine Estates, Inc. Warrants",VWEWW,"795,815",https://www.nasdaq.com/market-activity/stocks/vweww
