ticker_symbol,total_revenue,gross_profit,net_income,total_assets,total_liabilities,year
IEX,"$2,764,800","$1,224,500","$449,400","$4,917,200","$2,114,100",2021
IEX,"$2,351,600","$1,027,400","$377,800","$4,414,400","$1,874,200",2020
IEX,"$2,494,600","$1,125,000","$425,500","$3,813,912","$1,550,683",2019
AVY,"$9,039,300","$2,404,200","$757,100","$7,950,500","$5,918,300",2022
AVY,"$9,039,300","$2,404,200","$757,100","$7,971,600","$6,047,200",2022
AVY,"$8,408,300","$2,312,800","$740,100","$7,950,500","$5,918,300",2022
AVY,"$8,408,300","$2,312,800","$740,100","$7,971,600","$6,047,200",2022
AVY,"$6,971,500","$1,923,300","$555,900","$6,083,900","$4,599,000",2021
AVY,"$7,070,100","$1,904,100","$303,600","$5,488,800","$4,284,800",2019
SLMBP,"$2,366,218",--,"$469,014","$28,811,029","$27,084,059",2022
SLMBP,"$2,409,293",--,"$1,160,513","$29,221,899","$27,072,188",2021
SLMBP,"$2,353,109",--,"$880,690","$30,770,423","$28,207,588",2020
SLMBP,"$2,379,959",--,"$578,276","$32,686,479","$29,374,643",2019
FITBO,"$9,353,000",--,"$2,446,000","$207,452,000","$190,125,000",2022
FITBO,"$8,329,000",--,"$2,770,000","$211,116,000","$188,906,000",2021
FITBO,"$8,402,000",--,"$1,427,000","$204,680,000","$181,569,000",2020
FITBO,"$9,790,000",--,"$2,512,000","$169,369,000","$148,166,000",2019
CE,"$9,673,000","$2,380,000","$1,894,000","$26,272,000","$20,635,000",2022
CE,"$8,537,000","$2,682,000","$1,890,000","$11,975,000","$7,786,000",2021
CE,"$5,655,000","$1,293,000","$1,985,000","$10,909,000","$7,383,000",2020
CE,"$6,297,000","$1,606,000","$858,000","$9,476,000","$6,969,000",2019
L,"$14,044,000","$7,658,000","$1,012,000","$75,494,000","$60,896,000",2022
L,"$14,657,000","$8,308,000","$1,578,000","$81,626,000","$63,780,000",2021
L,"$12,583,000","$6,413,000","-$931,000","$80,236,000","$62,376,000",2020
L,"$14,931,000","$9,125,000","$932,000","$82,243,000","$63,124,000",2019
KB,"$20,833,000",--,"$3,300,000","$554,504,000","$516,257,000",2022
KB,"$18,019,000",--,"$3,688,000","$558,482,000","$518,557,000",2021
KB,"$18,608,000",--,"$3,236,000","$562,202,000","$523,038,000",2020
KB,"$16,593,000",--,"$2,864,000","$448,388,000","$415,067,000",2019
DGX,"$9,883,000","$3,433,000","$946,000","$12,837,000","$6,867,000",2022
DGX,"$10,788,000","$4,209,000","$1,995,000","$13,611,000","$7,088,000",2021
DGX,"$9,437,000","$3,633,000","$1,431,000","$14,026,000","$7,185,000",2020
DGX,"$7,726,000","$2,689,000","$858,000","$12,843,000","$7,126,000",2019
EQT,"$12,140,621","$9,722,660","$1,770,965","$22,669,926","$11,497,452",2022
EQT,"$6,839,705","$4,672,261","-$1,142,747","$21,607,388","$11,652,625",2021
EQT,"$2,658,629","$792,492","-$958,799","$18,113,469","$8,858,229",2020
EQT,"$3,799,850","$1,893,313","-$1,221,695","$18,809,227","$9,005,639",2019
JBL,"$34,702,000","$2,867,000","$818,000","$19,424,000","$16,558,000",2023
JBL,"$33,478,000","$2,632,000","$996,000","$19,717,000","$17,266,000",2022
JBL,"$29,285,000","$2,359,000","$696,000","$16,654,000","$14,518,000",2021
JBL,"$27,266,000","$1,931,000","$54,000","$14,397,000","$12,586,000",2020
RS,"$17,025,000","$5,251,300","$1,840,100","$10,329,900","$3,242,500",2022
RS,"$14,093,300","$4,490,300","$1,413,000","$9,536,000","$3,449,500",2021
RS,"$8,811,900","$2,775,100","$369,100","$8,106,800","$2,991,400",2020
RS,"$10,973,800","$3,329,400","$701,500","$8,131,100","$2,924,500",2019
BG,,,,,,No data found
SREA,"$14,439,000","$5,211,000","$2,285,000","$78,574,000","$51,439,000",2022
SREA,"$12,857,000","$5,298,000","$1,463,000","$72,045,000","$46,044,000",2021
SREA,"$11,370,000","$5,041,000","$4,105,000","$66,623,000","$43,230,000",2020
SREA,"$10,829,000","$4,692,000","$2,362,000","$65,665,000","$45,716,000",2019
SOJE,"$29,279,000","$10,821,000","$3,686,000","$134,891,000","$104,483,000",2022
SOJE,"$23,113,000","$10,061,000","$2,484,000","$127,534,000","$99,369,000",2021
SOJE,"$20,375,000","$9,897,000","$3,287,000","$122,935,000","$94,672,000",2020
SOJE,"$21,419,000","$9,603,000","$4,916,000","$118,700,000","$90,904,000",2019
ALB,"$7,320,104","$3,074,587","$2,689,816","$15,456,522","$7,473,895",2022
ALB,"$3,327,957","$997,971","$123,672","$10,974,118","$5,348,852",2021
ALB,"$3,128,909","$994,853","$375,764","$10,450,946","$6,182,719",2020
ALB,"$3,589,427","$1,257,778","$533,228","$9,860,863","$5,928,613",2019
BSY,"$1,099,082","$862,069","$174,780","$3,165,005","$2,592,255",2022
BSY,"$965,046","$748,507","$93,192","$2,659,243","$2,250,021",2021
BSY,"$801,544","$634,389","$126,521","$1,126,035","$784,436",2020
BSY,"$736,654","$592,504","$103,096","$994,599","$659,980",2019
LII,"$4,718,400","$1,284,700","$497,100","$2,567,600","$2,770,700",2022
LII,"$4,194,100","$1,188,400","$464,000","$2,171,900","$2,440,900",2021
LII,"$3,634,100","$1,040,100","$356,300","$2,032,500","$2,049,600",2020
LII,"$3,807,200","$1,079,800","$408,700","$2,034,900","$2,205,100",2019
LDOS,"$14,396,000","$2,084,000","$697,000","$13,071,000","$8,772,000",2022
LDOS,"$13,737,000","$2,014,000","$773,000","$13,261,000","$8,970,000",2021
LDOS,"$13,737,000","$2,014,000","$773,000","$12,511,000","$8,649,000",2021
LDOS,"$12,297,000","$1,737,000","$642,000","$13,261,000","$8,970,000",2021
LDOS,"$12,297,000","$1,737,000","$642,000","$12,511,000","$8,649,000",2021
LDOS,"$11,094,000","$1,548,000","$685,000","$9,367,000","$5,954,000",2020
AEG,"-$11,115,000","$862,000","-$1,498,000","$428,810,000","$413,853,000",2022
AEG,"$56,996,000","$5,387,000","$2,307,000","$532,498,000","$502,732,000",2021
AEG,"$53,111,000","$2,801,000","-$165,000","$543,031,000","$512,949,000",2020
AEG,"$75,624,000","$4,896,000","$1,387,000","$493,645,000","$466,241,000",2019
TXT,"$12,869,000","$2,069,000","$861,000","$16,293,000","$9,180,000",2022
TXT,"$12,869,000","$2,069,000","$861,000","$15,827,000","$9,012,000",2022
TXT,"$12,382,000","$2,085,000","$746,000","$16,293,000","$9,180,000",2022
TXT,"$12,382,000","$2,085,000","$746,000","$15,827,000","$9,012,000",2022
TXT,"$11,651,000","$1,557,000","$309,000","$15,443,000","$9,598,000",2021
TXT,"$13,630,000","$2,224,000","$815,000","$15,018,000","$9,500,000",2020
MAA,"$2,019,866","$1,665,817","$637,436","$11,241,165","$5,215,405",2022
MAA,"$1,778,082","$1,455,473","$533,791","$11,285,182","$5,289,820",2021
MAA,"$1,677,984","$1,373,179","$254,962","$11,194,791","$5,307,761",2020
MAA,"$1,641,017","$1,350,614","$353,811","$11,230,450","$5,147,754",2019
CNHI,"$23,551,000","$6,754,000","$2,029,000","$39,381,000","$32,405,000",2022
CNHI,"$19,496,000","$5,387,000","$1,723,000","$49,416,000","$42,593,000",2021
CNHI,"$14,779,000","$3,627,000","-$493,000","$48,719,000","$43,772,000",2020
CNHI,"$28,079,000","$6,247,000","$1,422,000","$47,352,000","$41,236,000",2019
FWONK,"$12,164,000","$5,932,000","$1,815,000","$42,464,000","$26,501,000",2022
FWONK,"$11,400,000","$5,618,000","$398,000","$44,351,000","$29,104,000",2021
FWONK,"$9,363,000","$4,448,000","-$1,421,000","$44,004,000","$28,913,000",2020
FWONK,"$10,292,000","$5,044,000","$106,000","$44,189,000","$27,894,000",2019
PARAP,"$30,154,000","$30,154,000","$1,104,000","$58,393,000","$35,357,000",2022
PARAP,"$28,586,000","$28,586,000","$4,543,000","$58,620,000","$36,111,000",2021
PARAP,"$25,285,000","$25,285,000","$2,422,000","$52,663,000","$37,095,000",2020
PARAP,"$26,998,000","$26,998,000","$3,308,000","$49,585,000","$36,124,000",2019
ROKU,"$3,126,534","$1,441,122","-$498,005","$4,412,601","$1,766,045",2022
ROKU,"$2,764,584","$1,408,600","$242,385","$4,082,145","$1,315,539",2021
ROKU,"$1,778,388","$808,219","-$17,507","$2,270,542","$942,527",2020
ROKU,"$1,128,921","$495,224","-$59,937","$1,470,234","$771,808",2019
GDDY,"$4,091,300","$2,606,800","$352,200","$6,973,500","$7,305,300",2022
GDDY,"$3,815,700","$2,443,500","$242,300","$7,417,100","$7,335,400",2021
GDDY,"$3,316,700","$2,158,100","-$495,100","$6,432,900","$6,445,800",2020
GDDY,"$2,988,100","$1,961,300","$137,000","$6,301,200","$5,529,200",2019
SQM,"$10,710,578","$5,736,625","$3,914,284","$10,819,101","$5,922,469",2022
SQM,"$2,862,315","$1,090,107","$592,205","$7,180,201","$3,998,681",2021
SQM,"$1,817,191","$482,870","$168,359","$4,818,463","$2,695,378",2020
SQM,"$1,943,655","$560,052","$280,603","$4,684,151","$2,597,884",2019
PKG,"$8,478,000","$2,090,600","$1,029,800","$8,003,800","$4,336,700",2022
PKG,"$7,730,300","$1,873,000","$841,100","$7,836,800","$4,229,600",2021
PKG,"$6,658,200","$1,369,400","$461,000","$7,433,200","$4,186,900",2020
PKG,"$6,964,300","$1,644,000","$696,400","$7,235,800","$4,164,800",2019
SNA,"$4,842,500","$2,447,100","$911,700","$6,972,800","$2,491,500",2022
SNA,"$4,842,500","$2,447,100","$911,700","$6,759,700","$2,577,800",2022
SNA,"$4,601,700","$2,382,800","$820,500","$6,972,800","$2,491,500",2022
SNA,"$4,601,700","$2,382,800","$820,500","$6,759,700","$2,577,800",2022
SNA,"$3,942,200","$1,997,100","$627,000","$6,557,300","$2,732,400",2021
SNA,"$4,067,700","$2,089,900","$693,500","$5,693,500","$2,284,400",2019
LW,"$5,350,600","$1,432,100","$1,008,900","$6,519,800","$5,108,500",2023
LW,"$4,098,900","$832,000","$200,900","$4,139,800","$3,779,300",2022
LW,"$3,670,900","$832,000","$317,800","$4,209,400","$3,728,800",2021
LW,"$3,792,400","$895,200","$365,900","$4,662,300","$4,422,300",2020
AGNCP,--,--,"-$1,190,000","$51,748,000","$43,878,000",2022
AGNCP,--,--,"$749,000","$68,149,000","$57,858,000",2021
AGNCP,--,--,"-$266,000","$81,817,000","$70,738,000",2020
AGNCP,--,--,"$688,000","$113,082,000","$102,041,000",2019
CF,"$11,186,000","$5,861,000","$3,440,000","$13,313,000","$8,262,000",2022
CF,"$6,538,000","$2,387,000","$964,000","$12,375,000","$9,169,000",2021
CF,"$4,124,000","$801,000","$328,000","$12,023,000","$9,101,000",2020
CF,"$4,590,000","$1,174,000","$488,000","$12,172,000","$9,275,000",2019
IHG,"$3,892,000","$1,090,000","$376,000","$4,216,000","$5,831,000",2022
IHG,"$2,907,000","$893,000","$265,000","$4,716,000","$6,197,000",2021
IHG,"$2,394,000","$536,000","-$260,000","$5,039,000","$6,896,000",2020
IHG,"$4,627,000","$1,252,000","$386,000","$4,194,000","$5,667,000",2019
AQNU,"$2,765,155","$2,765,155","-$211,989","$17,627,613","$10,471,798",2022
AQNU,"$2,274,142","$2,274,142","$264,859","$16,797,503","$9,095,898",2021
AQNU,"$1,676,991","$1,676,991","$782,463","$13,224,149","$7,693,396",2020
AQNU,"$1,626,392","$1,626,392","$530,884","$10,920,786","$6,713,956",2019
AGNCL,--,--,"-$1,190,000","$51,748,000","$43,878,000",2022
AGNCL,--,--,"$749,000","$68,149,000","$57,858,000",2021
AGNCL,--,--,"-$266,000","$81,817,000","$70,738,000",2020
AGNCL,--,--,"$688,000","$113,082,000","$102,041,000",2019
SYF,"$17,526,000",--,"$3,016,000","$104,564,000","$91,691,000",2022
SYF,"$15,752,000",--,"$4,221,000","$95,748,000","$82,093,000",2021
SYF,"$16,472,000",--,"$1,385,000","$95,948,000","$83,247,000",2020
SYF,"$19,461,000",--,"$3,747,000","$104,826,000","$89,738,000",2019
SMCI,"$7,123,482","$1,283,012","$639,998","$3,674,729","$1,702,724",2023
SMCI,"$5,196,099","$800,001","$285,163","$3,205,077","$1,779,502",2022
SMCI,"$3,557,422","$534,538","$111,865","$2,241,964","$1,145,739",2021
SMCI,"$3,339,281","$526,210","$84,308","$1,918,646","$853,106",2020
JHX,"$3,777,100","$1,312,000","$512,000","$4,479,100","$2,867,700",2023
JHX,"$3,614,700","$1,313,500","$459,100","$4,243,200","$2,910,300",2022
JHX,"$2,908,700","$1,051,700","$262,800","$4,089,000","$3,028,200",2021
JHX,"$2,606,800","$933,700","$241,500","$4,028,300","$2,993,000",2020
ESS,"$1,606,814","$1,098,841","$502,731","$12,372,905","$6,629,383",2022
ESS,"$1,440,556","$959,109","$631,547","$12,997,873","$6,969,604",2021
ESS,"$1,495,748","$1,020,775","$633,837","$12,936,177","$6,903,528",2020
ESS,"$1,460,155","$1,029,561","$436,122","$12,705,405","$6,447,568",2019
FOXA,"$14,913,000","$14,913,000","$1,239,000","$21,866,000","$11,275,000",2023
FOXA,"$13,974,000","$13,974,000","$1,205,000","$22,185,000","$10,658,000",2022
FOXA,"$12,909,000","$12,909,000","$2,150,000","$22,926,000","$11,542,000",2021
FOXA,"$12,303,000","$12,303,000","$999,000","$21,750,000","$11,351,000",2020
MAS,"$8,680,000","$2,713,000","$844,000","$5,187,000","$5,647,000",2022
MAS,"$8,375,000","$2,863,000","$410,000","$5,575,000","$5,732,000",2021
MAS,"$7,188,000","$2,587,000","$1,224,000","$5,777,000","$5,582,000",2020
MAS,"$6,707,000","$2,371,000","$935,000","$5,027,000","$5,262,000",2019
CSL,"$6,591,900","$2,157,400","$924,000","$7,222,000","$4,197,600",2022
CSL,"$4,810,300","$1,314,700","$421,700","$7,246,800","$4,617,300",2021
CSL,"$3,969,900","$1,137,400","$320,100","$5,866,400","$3,328,700",2020
CSL,"$4,484,600","$1,306,100","$472,800","$5,496,000","$2,853,200",2019
SHG,"$25,220,000",--,"$3,742,000","$534,507,000","$496,201,000",2022
SHG,"$22,578,000",--,"$3,460,000","$545,238,000","$505,456,000",2021
SHG,"$24,919,000",--,"$3,220,000","$557,152,000","$516,584,000",2020
SHG,"$24,040,000",--,"$3,150,000","$477,686,000","$443,808,000",2019
SWK,"$16,947,400","$4,284,100","$1,062,500","$24,963,300","$15,251,200",2022
SWK,"$16,947,400","$4,284,100","$1,062,500","$28,180,000","$16,589,500",2022
SWK,"$15,281,300","$5,092,200","$1,689,200","$24,963,300","$15,251,200",2022
SWK,"$15,281,300","$5,092,200","$1,689,200","$28,180,000","$16,589,500",2022
SWK,"$12,750,000","$4,318,100","$1,233,800","$23,566,300","$12,506,700",2021
SWK,"$12,912,900","$4,233,400","$955,800","$20,596,600","$11,460,300",2019
GEN,"$3,338,000","$2,749,000","$1,349,000","$15,947,000","$13,747,000",2023
GEN,"$2,796,000","$2,388,000","$836,000","$6,943,000","$7,036,000",2022
GEN,"$2,551,000","$2,189,000","$554,000","$6,361,000","$6,861,000",2021
GEN,"$2,490,000","$2,097,000","$3,887,000","$7,735,000","$7,725,000",2020
AVTR,"$7,512,400","$2,602,800","$686,500","$13,464,300","$8,608,900",2022
AVTR,"$7,386,100","$2,502,700","$572,600","$13,897,200","$9,700,200",2021
AVTR,"$6,393,600","$2,080,500","$116,600","$9,906,500","$7,232,200",2020
AVTR,"$6,040,300","$1,920,700","$37,800","$9,773,300","$7,311,100",2019
MGM,"$13,127,485","$6,474,502","$1,473,093","$45,692,206","$40,702,327",2022
MGM,"$9,680,140","$4,649,531","$1,254,370","$40,899,116","$34,680,924",2021
MGM,"$5,162,082","$1,709,371","-$1,032,724","$36,494,934","$29,923,666",2020
MGM,"$12,899,672","$5,296,183","$4,263,526","$33,876,356","$26,044,045",2019
LOGI,"$4,538,818","$1,719,515","$364,575","$3,560,753","$1,303,193",2023
LOGI,"$5,481,101","$2,263,006","$644,513","$4,035,405","$1,636,667",2022
LOGI,"$5,252,279","$2,335,735","$947,257","$4,142,378","$1,880,589",2021
LOGI,"$2,975,851","$1,122,381","$449,723","$2,363,474","$874,206",2020
SSNC,"$5,283,000","$2,515,300","$670,500","$16,653,300","$10,607,000",2022
SSNC,"$5,051,000","$2,409,300","$814,500","$17,333,000","$11,167,600",2021
SSNC,"$4,667,900","$2,093,800","$619,500","$15,923,600","$10,207,100",2020
SSNC,"$4,632,900","$2,021,200","$435,000","$16,741,100","$11,625,000",2019
ERIE,"$2,840,756","$1,045,114","$298,569","$2,239,456","$791,048",2022
ERIE,"$2,701,309","$1,023,912","$297,860","$2,242,057","$899,579",2021
ERIE,"$2,569,356","$980,459","$293,304","$2,117,122","$929,074",2020
ERIE,"$2,517,265","$979,316","$316,821","$2,016,240","$882,987",2019
CAG,"$12,277,000","$3,264,800","$683,600","$22,052,600","$13,315,800",2023
CAG,"$11,535,900","$2,838,800","$888,200","$22,435,100","$13,647,400",2022
CAG,"$11,184,700","$3,179,200","$1,298,800","$22,195,600","$13,643,800",2021
CAG,"$11,054,400","$3,069,600","$840,100","$22,304,000","$14,427,900",2020
TER,"$3,155,045","$1,867,151","$715,501","$3,501,252","$1,049,958",2022
TER,"$3,702,881","$2,206,656","$1,014,589","$3,809,425","$1,245,469",2021
TER,"$3,121,469","$1,785,741","$784,147","$3,652,346","$1,441,541",2020
TER,"$2,294,965","$1,339,829","$467,468","$2,787,014","$1,306,856",2019
TME,"$4,077,000","$1,262,000","$552,000","$9,639,000","$2,720,000",2022
TME,"$4,902,000","$1,476,000","$504,000","$10,552,000","$2,658,000",2021
TME,"$4,458,000","$1,422,000","$639,000","$10,440,000","$2,451,000",2020
TME,"$3,651,000","$1,245,000","$571,000","$7,562,000","$1,305,000",2019
MRO,"$7,540,000","$6,850,000","$3,612,000","$19,940,000","$8,543,000",2022
MRO,"$5,601,000","$5,067,000","$946,000","$16,994,000","$6,308,000",2021
MRO,"$3,097,000","$2,542,000","-$1,451,000","$17,956,000","$7,395,000",2020
MRO,"$5,063,000","$4,351,000","$480,000","$20,245,000","$8,092,000",2019
ENPH,"$2,330,853","$974,595","$397,362","$3,084,280","$2,258,707",2022
ENPH,"$1,382,049","$554,422","$145,449","$2,079,256","$1,649,088",2021
ENPH,"$774,425","$345,981","$133,995","$1,200,102","$716,109",2020
ENPH,"$624,333","$221,245","$161,148","$713,223","$441,011",2019
BAM,--,--,"$19,000","$3,161,000","$784,000",2022
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BAM,,,,,,
BKDT,"$2,825,379","$2,825,379","-$250,566","$5,937,062","$5,354,457",2022
BKDT,"$2,758,259","$2,758,259","-$90,828","$6,410,467","$5,713,065",2021
BKDT,"$3,540,195","$3,540,195","$90,808","$6,901,758","$6,101,324",2020
BKDT,"$4,057,088","$4,057,088","-$277,722","$7,194,433","$6,498,077",2019
AMCR,"$14,694,000","$2,725,000","$1,048,000","$17,003,000","$12,977,000",2023
AMCR,"$14,544,000","$2,820,000","$805,000","$17,426,000","$13,344,000",2022
AMCR,"$12,861,000","$2,732,000","$939,000","$17,188,000","$12,424,000",2021
AMCR,"$12,468,000","$2,536,000","$612,000","$16,442,000","$11,816,000",2020
GGG,"$2,143,521","$1,057,439","$460,645","$2,438,900","$579,248",2022
GGG,"$1,987,608","$1,033,949","$439,866","$2,443,198","$733,855",2021
GGG,"$1,650,115","$854,937","$330,456","$1,988,128","$704,224",2020
GGG,"$1,646,045","$859,756","$343,853","$1,692,210","$667,279",2019
PATH,"$1,058,581","$878,530","-$328,352","$2,735,206","$815,048",2023
PATH,"$892,252","$723,384","-$525,586","$2,572,450","$650,533",2022
PATH,"$607,643","$541,786","-$92,393","$866,461","$448,197",2021
PATH,"$336,156","$276,751","-$519,933","$508,168","$311,290",2020
CFG,"$9,069,000",--,"$2,073,000","$226,733,000","$203,043,000",2022
CFG,"$6,986,000",--,"$2,319,000","$188,409,000","$164,989,000",2021
CFG,"$7,676,000",--,"$1,057,000","$183,349,000","$160,676,000",2020
CFG,"$8,066,000",--,"$1,791,000","$165,733,000","$143,532,000",2019
RPM,"$7,256,414","$2,748,044","$478,691","$6,782,004","$4,639,004",2023
RPM,"$6,707,728","$2,433,053","$491,481","$6,707,706","$4,723,878",2022
RPM,"$6,106,288","$2,405,159","$502,643","$6,252,969","$4,509,944",2021
RPM,"$5,506,994","$2,092,855","$304,385","$5,630,954","$4,366,291",2020
DPZ,"$4,537,158","$1,648,606","$452,263","$1,602,221","$5,791,286",2023
DPZ,"$4,357,373","$1,688,242","$510,467","$1,671,816","$5,881,352",2022
DPZ,"$4,117,411","$1,594,493","$491,296","$1,567,168","$4,867,573",2021
DPZ,"$3,618,774","$1,402,499","$400,709","$1,382,092","$4,797,851",2019
POOL,"$6,179,727","$1,933,412","$748,462","$3,565,437","$2,330,243",2022
POOL,"$5,295,584","$1,617,092","$650,624","$3,230,131","$2,158,738",2021
POOL,"$3,936,623","$1,130,902","$366,738","$1,739,670","$1,100,200",2020
POOL,"$3,199,517","$924,925","$261,575","$1,483,266","$1,073,086",2019
WPC,"$1,479,086","$1,325,139","$599,139","$18,102,035","$9,108,389",2022
WPC,"$1,331,524","$1,207,326","$409,988","$15,480,630","$7,898,845",2021
WPC,"$1,209,319","$1,090,087","$455,359","$14,707,636","$7,830,923",2020
WPC,"$1,232,766","$1,083,083","$305,243","$14,060,918","$7,118,989",2019
MANH,"$767,084","$408,847","$128,959","$570,178","$343,378",2022
MANH,"$663,643","$365,816","$110,472","$539,708","$289,064",2021
MANH,"$586,372","$316,485","$87,240","$465,412","$246,515",2020
MANH,"$617,949","$332,982","$85,762","$372,279","$230,001",2019
NDSN,"$2,628,632","$1,425,405","$487,493","$5,251,770","$2,653,710",2023
NDSN,"$2,590,278","$1,426,536","$513,103","$3,820,375","$1,526,000",2022
NDSN,"$2,362,209","$1,324,080","$454,368","$3,790,961","$1,631,831",2021
NDSN,"$2,121,100","$1,130,468","$249,539","$3,674,656","$1,915,665",2020
PODD,"$1,305,300","$805,600","$4,600","$2,251,100","$1,774,700",2022
PODD,"$1,098,800","$752,100","$16,800","$2,048,800","$1,492,500",2021
PODD,"$904,400","$582,300","$6,800","$1,872,900","$1,269,300",2020
PODD,"$738,200","$480,300","$11,600","$1,142,900","$1,067,000",2019
FOX,"$14,913,000","$14,913,000","$1,239,000","$21,866,000","$11,275,000",2023
FOX,"$13,974,000","$13,974,000","$1,205,000","$22,185,000","$10,658,000",2022
FOX,"$12,909,000","$12,909,000","$2,150,000","$22,926,000","$11,542,000",2021
FOX,"$12,303,000","$12,303,000","$999,000","$21,750,000","$11,351,000",2020
PARAA,"$30,154,000","$30,154,000","$1,104,000","$58,393,000","$35,357,000",2022
PARAA,"$28,586,000","$28,586,000","$4,543,000","$58,620,000","$36,111,000",2021
PARAA,"$25,285,000","$25,285,000","$2,422,000","$52,663,000","$37,095,000",2020
PARAA,"$26,998,000","$26,998,000","$3,308,000","$49,585,000","$36,124,000",2019
UAL,"$44,955,000","$26,861,000","$737,000","$67,358,000","$60,462,000",2022
UAL,"$24,634,000","$14,919,000","-$1,964,000","$68,175,000","$63,146,000",2021
UAL,"$15,355,000","$9,019,000","-$7,069,000","$59,548,000","$53,588,000",2020
UAL,"$43,259,000","$29,681,000","$3,009,000","$52,611,000","$41,080,000",2019
FWONA,"$12,164,000","$5,932,000","$1,815,000","$42,464,000","$26,501,000",2022
FWONA,"$11,400,000","$5,618,000","$398,000","$44,351,000","$29,104,000",2021
FWONA,"$9,363,000","$4,448,000","-$1,421,000","$44,004,000","$28,913,000",2020
FWONA,"$10,292,000","$5,044,000","$106,000","$44,189,000","$27,894,000",2019
XP,"$2,451,837","$2,451,837","$678,102","$36,371,914","$33,145,296",2022
XP,"$2,143,874","$2,143,874","$644,966","$25,016,230","$22,427,929",2021
XP,"$1,559,226","$1,559,226","$400,733","$18,487,767","$16,390,311",2020
XP,"$1,253,737","$1,253,737","$270,834","$10,844,151","$9,065,894",2019
CG,"$4,116,700","$4,116,700","$1,225,000","$21,403,000","$15,182,000",2022
CG,"$8,490,300","$8,490,300","$2,974,700","$21,250,400","$15,971,400",2021
CG,"$2,677,100","$2,677,100","$348,200","$15,644,800","$12,955,600",2020
CG,"$3,163,100","$3,163,100","$380,900","$13,808,800","$13,190,200",2019
EDU,"$2,997,760","$1,588,322","$177,341","$6,392,458","$2,788,110",2023
EDU,"$3,105,246","$1,350,955","-$1,187,721","$6,034,666","$2,329,160",2022
EDU,"$4,276,539","$2,239,664","$334,414","$10,151,053","$5,237,778",2021
EDU,"$3,578,682","$1,989,783","$413,333","$6,556,885","$3,823,590",2020
AZPN,"$1,044,178","$670,589","-$107,760","$14,486,052","$1,415,123",2023
AZPN,"$405,296","$248,900","$53,146","$14,969,922","$1,800,565",2022
AZPN,"$300,640","$137,630","-$20,608","$2,116,756","$345,410",2021
AZPN,,,,,,
VST,"$13,728,000","$1,682,000","-$1,227,000","$32,787,000","$27,885,000",2022
VST,"$12,077,000","$1,349,000","-$1,274,000","$29,683,000","$21,392,000",2021
VST,"$11,443,000","$4,647,000","$636,000","$25,208,000","$16,837,000",2020
VST,"$11,809,000","$4,537,000","$928,000","$26,616,000","$18,657,000",2019
ELS,"$1,431,097","$673,379","$284,627","$5,492,519","$4,047,114",2022
ELS,"$1,304,832","$623,038","$262,478","$5,307,871","$3,892,761",2021
ELS,"$1,107,623","$551,040","$228,284","$4,418,969","$3,185,282",2020
ELS,"$1,020,521","$528,657","$279,139","$4,151,275","$2,901,465",2019
LNT,"$4,205,000","$1,709,000","$686,000","$20,163,000","$13,887,000",2022
LNT,"$3,669,000","$1,556,000","$674,000","$18,553,000","$12,563,000",2021
LNT,"$3,416,000","$1,463,000","$624,000","$17,710,000","$11,822,000",2020
LNT,"$3,648,000","$1,456,000","$567,000","$16,701,000","$11,296,000",2019
NICE,"$2,181,294","$1,497,606","$265,945","$4,854,419","$1,798,996",2022
NICE,"$1,921,150","$1,296,694","$199,223","$4,710,412","$1,872,453",2021
NICE,"$1,648,016","$1,086,064","$196,346","$4,232,917","$1,644,433",2020
NICE,"$1,573,912","$1,042,144","$185,904","$3,609,905","$1,352,639",2019
BIP,"$14,427,000","$3,917,000","$1,375,000","$72,969,000","$48,333,000",2022
BIP,"$11,537,000","$3,290,000","$2,719,000","$73,961,000","$48,708,000",2021
BIP,"$8,885,000","$2,337,000","$904,000","$61,331,000","$40,788,000",2020
BIP,"$6,597,000","$1,988,000","$650,000","$56,308,000","$35,066,000",2019
CRBG,"$26,679,000","$18,711,000","$8,149,000","$364,217,000","$356,007,000",2022
CRBG,"$23,390,000","$14,660,000","$7,355,000","$416,212,000","$389,043,000",2021
CRBG,"$15,062,000","$7,856,000","$642,000","$410,155,000","$372,872,000",2020
CRBG,,,,,,
QRTEP,"$12,106,000","$3,689,000","-$2,594,000","$12,571,000","$12,159,000",2022
QRTEP,"$14,044,000","$4,813,000","$340,000","$16,202,000","$13,352,000",2021
QRTEP,"$14,177,000","$4,886,000","$1,196,000","$16,999,000","$13,401,000",2020
QRTEP,"$13,458,000","$4,559,000","-$456,000","$17,305,000","$12,465,000",2019
CPB,"$9,357,000","$2,917,000","$858,000","$12,058,000","$8,397,000",2023
CPB,"$8,562,000","$2,627,000","$757,000","$11,892,000","$8,561,000",2022
CPB,"$8,476,000","$2,811,000","$1,002,000","$11,734,000","$8,582,000",2021
CPB,"$8,691,000","$2,999,000","$1,628,000","$12,372,000","$9,809,000",2020
TWLO,"$3,826,321","$1,813,577","-$1,291,460","$12,564,304","$2,005,262",2022
TWLO,"$2,841,839","$1,390,713","-$949,900","$12,998,598","$1,967,132",2021
