ticker_symbol,total_revenue,gross_profit,net_income,total_assets,total_liabilities,year
SWIM,"$695,736","$216,469","-$5,694","$869,683","$486,893",2022
SWIM,"$630,456","$204,162","-$62,348","$794,483","$440,838",2021
SWIM,"$403,389","$142,773","$15,983","$646,676","$365,067",2020
SWIM,"$317,975","$98,156","$7,457","$525,711","$331,916",2019
OBIO,--,--,"-$2,735","$68,076","$7,344",2022
OBIO,--,--,-$379,"$161,824","$5,766",2021
OBIO,,,,,,
OBIO,,,,,,
OBIO,,,,,,
OBIO,,,,,,
BCAL,,,,,,No data found
API,"$160,670","$99,423","-$120,380","$800,715","$72,455",2022
API,"$167,982","$104,007","-$72,355","$944,999","$78,738",2021
API,"$133,564","$86,365","-$3,115","$692,904","$36,441",2020
API,"$64,428","$44,011","-$6,177","$131,159","$18,481",2019
BKCC,"$44,795","$44,795","$3,487","$589,060","$270,538",2022
BKCC,"$34,624","$34,624","$66,488","$571,976","$222,324",2021
BKCC,"$51,531","$51,531","-$103,853","$511,720","$196,709",2020
BKCC,"$62,560","$62,560","-$6,887","$774,063","$338,454",2019
CIX,"$166,562","$48,799","$20,871","$177,387","$18,951",2022
CIX,"$140,815","$42,749","$16,568","$192,452","$19,364",2021
CIX,"$114,537","$32,848","$10,323","$184,045","$16,389",2020
CIX,"$124,243","$38,963","$15,998","$178,544","$16,349",2019
COOK,"$655,901","$228,772","-$382,140","$946,715","$611,846",2022
COOK,"$785,545","$300,765","-$91,767","$1,177,526","$571,504",2021
COOK,"$545,772","$234,812","$31,050","$989,581","$514,541",2020
COOK,"$363,319","$155,780","-$29,593","$924,845","$493,967",2019
ERAS,--,--,"-$242,805","$514,909","$103,056",2022
ERAS,--,--,"-$122,764","$501,415","$44,887",2021
ERAS,--,--,"-$101,660","$124,825","$17,404",2020
ERAS,,,,,,
PLCE,"$1,708,482","$514,162","-$1,138","$986,281","$827,803",2023
PLCE,"$1,915,364","$794,740","$187,171","$1,037,460","$811,988",2022
PLCE,"$1,522,598","$333,251","-$140,365","$1,140,127","$1,046,750",2021
PLCE,"$1,870,667","$655,305","$73,300","$1,181,397","$946,210",2020
RDVT,"$53,318","$41,107",$616,"$77,414","$6,321",2022
RDVT,"$44,022","$32,827",$655,"$74,376","$4,947",2021
RDVT,"$34,586","$23,310","-$6,813","$51,994","$8,649",2020
RDVT,"$30,286","$18,029","-$11,076","$48,871","$6,787",2019
RMNI,"$409,662","$257,277","-$2,480","$391,041","$468,211",2022
RMNI,"$374,430","$237,966","$75,219","$391,262","$471,648",2021
RMNI,"$326,780","$200,569","$11,586","$279,935","$345,141",2020
RMNI,"$281,052","$175,946","$21,409","$201,220","$292,497",2019
KALV,--,--,"-$92,907","$183,202","$22,177",2023
KALV,--,--,"-$82,339","$203,880","$18,787",2022
KALV,--,--,"-$46,244","$272,013","$14,820",2021
KALV,"$12,690","$12,690","-$29,116","$92,529","$8,777",2020
JMSB,"$85,757",--,"$31,803","$2,348,235","$2,135,435",2022
JMSB,"$75,838",--,"$25,461","$2,149,309","$1,940,839",2021
JMSB,,,,,,
JMSB,,,,,,
JMSB,,,,,,
JMSB,,,,,,
WBX,"$153,883","$153,883","-$67,024","$450,366","$269,839",2022
WBX,"$81,400","$81,400","-$254,480","$389,621","$240,565",2021
WBX,"$24,076","$24,076","-$13,951","$100,140","$85,173",2020
WBX,,,,,,
XERS,"$110,248","$87,614","-$94,660","$344,522","$299,335",2022
XERS,"$49,590","$36,272","-$122,725","$304,361","$209,130",2021
XERS,"$20,435","$11,107","-$91,140","$159,151","$125,390",2020
XERS,,,,,,
GPP,"$79,767","$54,609","$40,650","$121,422","$120,672",2022
GPP,"$78,452","$55,391","$40,362","$114,472","$112,169",2021
GPP,"$83,345","$57,220","$41,147","$105,320","$151,782",2020
GPP,"$82,387","$56,729","$41,479","$105,653","$181,400",2019
LPSN,"$514,800","$330,101","-$225,747","$1,088,940","$1,020,852",2022
LPSN,"$469,624","$312,744","-$124,974","$1,186,656","$837,219",2021
LPSN,"$366,620","$260,352","-$107,594","$1,006,432","$762,498",2020
LPSN,"$291,609","$212,731","-$96,071","$512,710","$364,175",2019
WEYS,"$351,737","$144,393","$29,540","$326,620","$102,715",2022
WEYS,"$267,641","$107,447","$20,555","$277,667","$76,272",2021
WEYS,"$195,375","$78,558","-$8,485","$256,719","$68,794",2020
WEYS,"$304,011","$123,962","$20,882","$296,917","$86,923",2019
UNTY,"$108,784",--,"$38,457","$2,444,948","$2,205,721",2022
UNTY,"$96,834",--,"$36,119","$2,033,713","$1,827,984",2021
UNTY,"$91,861",--,"$23,644","$1,958,914","$1,785,003",2020
UNTY,"$85,187",--,"$23,653","$1,718,942","$1,558,233",2019
SJT,"$79,009","$79,009","$77,599","$8,457","$5,488",2022
SJT,"$37,624","$37,624","$35,970","$9,932","$6,241",2021
SJT,"$8,844","$8,844","$7,418","$6,410","$1,286",2020
SJT,"$9,900","$9,900","$8,091","$6,532","$1,079",2019
ITIC,"$283,392","$157,571","$23,903","$339,757","$98,746",2022
ITIC,"$329,498","$180,997","$67,020","$331,488","$102,401",2021
ITIC,"$236,408","$124,397","$39,420","$282,925","$82,503",2020
ITIC,"$183,502","$107,190","$31,458","$263,893","$72,531",2019
ANGO,"$338,752","$174,246","-$52,442","$532,637","$154,341",2023
ANGO,"$316,219","$165,732","-$26,547","$552,751","$128,262",2022
ANGO,"$291,010","$156,788","-$31,548","$561,438","$121,981",2021
ANGO,"$264,157","$150,272","-$166,787","$594,214","$139,342",2020
NWPX,"$457,665","$85,855","$31,149","$601,340","$283,066",2022
NWPX,"$333,313","$44,254","$11,523","$547,679","$264,296",2021
NWPX,"$285,907","$50,519","$19,050","$373,015","$103,389",2020
NWPX,"$279,317","$47,184","$27,902","$310,245","$62,087",2019
FLIC,"$146,626",--,"$46,932","$4,281,511","$3,916,975",2022
FLIC,"$135,533",--,"$43,089","$4,068,789","$3,654,977",2021
FLIC,"$145,302",--,"$41,203","$4,069,141","$3,662,023",2020
FLIC,"$154,461",--,"$41,555","$4,097,843","$3,708,735",2019
GTACU,--,--,"$12,707","$207,857","$4,382",2022
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
GTACU,,,,,,
NREF,--,--,"$6,746","$8,154,136","$7,673,651",2022
NREF,--,--,"$43,085","$8,513,917","$8,014,481",2021
NREF,--,--,"$12,847","$6,176,310","$5,772,397",2020
NREF,,,,,,
MCR,"$30,008","$26,684","-$68,737","$430,883","$2,589",2008
MCR,"$35,465","$32,014","$20,974","$529,793","$2,524",2007
MCR,"$37,788","$34,272","$29,473","$546,586","$13,763",2006
MCR,"$49,903","$45,938","$20,663","$541,660","$2,169",2005
SENEA,"$1,509,352","$104,319","$9,231","$1,212,721","$657,971",2023
SENEA,"$1,385,280","$141,596","$46,200","$942,274","$363,244",2022
SENEA,"$1,467,644","$232,185","$126,100","$909,348","$331,533",2021
SENEA,"$1,335,769","$141,888","$52,335","$909,309","$514,945",2020
BBAI,"$155,011","$42,993","-$121,674","$195,308","$233,180",2022
BBAI,"$145,578","$34,068","-$123,552","$383,322","$260,954",2021
BBAI,"$91,317","$21,685","-$2,549","$218,365","$117,968",2020
BBAI,,,,,,
BRLT,"$439,882","$234,291","$2,135","$262,574","$251,645",2022
BRLT,"$380,189","$187,421","$1,528","$217,731","$209,328",2021
BRLT,"$251,820","$112,302","$21,576","$85,216","$104,284",2020
BRLT,,,,,,
ESCA,"$313,757","$73,639","$17,989","$298,718","$140,243",2022
ESCA,"$313,612","$77,130","$24,405","$251,798","$105,183",2021
ESCA,"$273,649","$74,827","$25,934","$220,705","$81,549",2020
ESCA,"$180,541","$42,360","$7,258","$148,779","$22,609",2019
MVBF,"$164,251",--,"$15,047","$3,068,850","$2,807,766",2022
MVBF,"$146,025",--,"$39,121","$2,792,449","$2,518,121",2021
MVBF,"$172,290",--,"$37,411","$2,331,476","$2,091,993",2020
MVBF,"$146,965",--,"$26,991","$1,944,114","$1,732,178",2019
JFIN,"$470,592","$470,592","$169,693","$434,551","$255,734",2022
JFIN,"$279,365","$276,938","$74,072","$152,421","$148,049",2021
JFIN,"$198,807","$198,807","$38,668","$80,335","$150,921",2020
JFIN,"$320,165","$320,165","$75,764","$100,646","$207,148",2019
PBPB,"$451,973","$126,191","$4,345","$245,171","$240,694",2022
PBPB,"$380,052","$94,097","-$23,784","$253,237","$255,559",2021
PBPB,"$291,281","$47,004","-$65,391","$283,357","$277,587",2020
PBPB,"$409,707","$114,001","-$23,992","$332,879","$264,031",2019
ALLK,--,--,"-$319,952","$386,420","$75,987",2022
ALLK,--,--,"-$269,860","$534,824","$89,348",2021
ALLK,--,--,"-$153,480","$719,618","$65,223",2020
ALLK,--,--,"-$85,372","$516,894","$21,173",2019
MOND,"$159,484","$159,484","-$90,238","$258,097","$204,822",2022
MOND,"$93,194","$93,194","-$38,905","$203,335","$230,160",2021
MOND,--,--,-$5,$82,$62,2020
MOND,,,,,,
OCCIO,,,,,,No data found
FRST,"$147,402",--,"$17,741","$3,571,537","$3,177,134",2022
FRST,"$124,378",--,"$31,248","$3,407,353","$2,995,472",2021
FRST,"$132,441",--,"$23,287","$3,088,673","$2,698,119",2020
FRST,"$131,919",--,"$33,167","$2,722,170","$2,344,929",2019
CPLP,"$299,071","$215,375","$125,421","$1,996,764","$1,358,338",2022
CPLP,"$184,665","$126,845","$98,178","$1,885,170","$1,359,706",2021
CPLP,"$140,865","$95,843","$30,367","$822,198","$400,120",2020
CPLP,"$108,374","$74,895","$24,421","$703,462","$296,725",2019
ILPT,"$388,151","$337,527","-$520,597","$5,676,166","$4,885,442",2022
ILPT,"$219,874","$189,740","$198,719","$1,908,558","$870,516",2021
ILPT,"$254,575","$219,390","$163,024","$1,915,745","$912,555",2020
ILPT,"$229,234","$198,867","$104,501","$2,454,901","$1,459,211",2019
JILL,"$615,268","$422,050","$42,175","$466,417","$466,636",2023
JILL,"$585,206","$394,436","-$28,143","$451,849","$496,503",2022
JILL,"$426,730","$245,627","-$139,404","$497,182","$594,080",2021
JILL,"$691,345","$428,579","-$128,567","$633,988","$595,423",2020
ALVR,--,--,"-$168,710","$277,079","$52,560",2022
ALVR,--,--,"-$171,962","$286,594","$61,328",2021
ALVR,--,--,"-$69,784","$370,821","$17,757",2020
ALVR,$165,$165,"-$23,839","$139,422","$17,798",2019
LE,"$1,555,429","$593,766","-$12,530","$1,082,148","$701,396",2023
LE,"$1,636,624","$691,460","$33,369","$1,036,634","$629,938",2022
LE,"$1,427,448","$605,853","$10,836","$1,045,508","$675,805",2021
LE,"$1,450,201","$621,892","$19,290","$1,113,629","$765,247",2020
NODK,"$324,437","-$2,226","-$53,096","$614,232","$363,255",2022
NODK,"$323,974","$75,880","$8,416","$651,782","$308,578",2021
NODK,"$306,357","$104,288","$40,389","$617,603","$273,276",2020
NODK,"$270,779","$79,999","$26,401","$508,159","$201,855",2019
RPTX,"$131,830","$131,830","-$29,047","$364,075","$84,558",2022
RPTX,"$7,600","$7,600","-$106,908","$368,715","$80,294",2021
RPTX,$135,$135,"-$53,417","$357,086","$70,256",2020
RPTX,--,--,"-$27,216","$102,695","$12,827",2019
OPAD,"$3,952,314","$182,422","-$148,613","$825,069","$703,192",2022
OPAD,"$2,070,446","$207,815","$6,460","$1,353,082","$1,095,513",2021
OPAD,"$1,064,257","$87,779","-$23,118","$235,873","$195,008",2020
OPAD,,,,,,
YRD,"$494,069","$382,321","$171,882","$1,227,915","$360,384",2022
YRD,"$702,602","$583,221","$162,079","$1,214,344","$457,845",2021
YRD,"$605,823","$436,906","-$105,928","$1,024,841","$447,199",2020
YRD,"$1,237,031","$1,141,551","$165,900","$1,384,559","$739,959",2019
SOPH,"$47,560","$31,254","-$87,449","$243,838","$43,708",2022
SOPH,"$40,450","$25,221","-$73,675","$320,173","$44,773",2021
SOPH,"$28,400","$17,691","-$39,339","$132,115","$31,605",2020
SOPH,"$25,362","$17,830","-$33,791","$51,655","$29,402",2019
TRUE,"$161,524","$145,311","-$118,685","$251,527","$54,260",2022
TRUE,"$231,698","$209,459","-$38,329","$387,670","$57,884",2021
TRUE,"$278,678","$257,129","$76,544","$458,061","$75,279",2020
TRUE,"$335,046","$307,218","-$54,890","$421,687","$94,416",2019
HFFG,"$1,170,467","$205,512",$460,"$637,529","$345,716",2022
HFFG,"$796,884","$151,512","$22,145","$596,946","$305,998",2021
HFFG,"$566,832","$100,747","-$343,512","$490,591","$231,436",2020
HFFG,"$388,162","$64,248","$4,974","$802,844","$199,436",2019
MMT,"$30,976","$27,098","-$65,090","$435,330","$3,580",2008
MMT,"$32,423","$28,351","$23,222","$534,218","$6,160",2007
MMT,"$36,991","$32,743","$28,945","$576,609","$43,464",2006
MMT,"$52,755","$47,882","$14,049","$550,386","$4,741",2005
MEC,"$539,392","$61,069","$18,727","$440,581","$222,714",2022
MEC,"$454,826","$51,375","-$7,451","$379,473","$181,202",2021
MEC,"$357,606","$31,501","-$7,092","$338,533","$137,676",2020
MEC,"$519,704","$58,718","-$4,753","$363,582","$162,687",2019
CAN,"$629,904","$222,651","$69,962","$686,744","$77,436",2022
CAN,"$782,431","$447,291","$313,851","$883,720","$341,040",2021
CAN,"$68,456","$5,774","-$32,890","$158,472","$92,330",2020
CAN,"$204,233","-$74,078","-$148,515","$142,330","$42,872",2019
QUAD,"$3,217,000","$598,200","$9,300","$1,701,800","$1,528,900",2022
QUAD,"$2,960,400","$570,500","$37,800","$1,890,000","$1,753,200",2021
QUAD,"$2,929,600","$594,800","-$128,500","$1,927,700","$1,843,600",2020
QUAD,"$3,923,400","$731,200","-$156,300","$2,417,100","$2,190,500",2019
OOMA,"$216,165","$137,648","-$3,655","$131,005","$67,861",2023
OOMA,"$192,290","$118,438","-$1,751","$109,253","$58,197",2022
OOMA,"$168,947","$104,804","-$2,441","$89,097","$49,546",2021
OOMA,"$151,593","$89,381","-$18,801","$80,611","$52,196",2020
TCI,"$36,660","$18,321","$468,262","$1,218,165","$398,698",2022
TCI,"$40,774","$19,914","$9,398","$788,409","$437,204",2021
TCI,"$57,022","$32,662","$6,669","$879,082","$537,275",2020
TCI,"$48,054","$22,841","-$26,920","$865,918","$533,315",2019
MX,"$337,658","$101,264","-$8,036","$516,645","$88,492",2022
MX,"$474,230","$153,543","$56,708","$583,654","$130,892",2021
MX,"$507,059","$128,317","$344,965","$571,690","$226,090",2020
MX,"$520,671","$116,397","-$21,826","$595,328","$610,309",2019
ORRF,"$135,606",--,"$22,037","$2,922,408","$2,693,512",2022
ORRF,"$122,847",--,"$32,881","$2,834,565","$2,562,909",2021
ORRF,"$127,940",--,"$26,463","$2,750,572","$2,504,323",2020
ORRF,"$121,533",--,"$16,924","$2,383,274","$2,160,025",2019
BAER,--,--,"$15,114","$345,585","$27,215",2021
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
BAER,,,,,,
WSBF,"$175,800",--,"$19,487","$2,031,672","$1,661,186",2022
WSBF,"$273,078",--,"$70,791","$2,215,858","$1,783,085",2021
WSBF,"$322,501",--,"$81,145","$2,184,587","$1,771,469",2020
WSBF,"$210,491",--,"$35,903","$1,996,347","$1,602,661",2019
AOMR,--,--,"-$187,833","$2,946,212","$2,709,733",2022
AOMR,--,--,"$21,113","$2,577,929","$2,086,539",2021
AOMR,--,--,$736,"$509,656","$261,347",2020
AOMR,,,,,,
FSBW,"$136,802",--,"$29,649","$2,632,898","$2,401,201",2022
FSBW,"$133,887",--,"$37,412","$2,286,391","$2,038,884",2021
FSBW,"$144,196",--,"$39,264","$2,113,241","$1,883,234",2020
FSBW,"$112,660",--,"$22,717","$1,713,056","$1,512,814",2019
SFST,"$127,242",--,"$29,115","$3,691,981","$3,397,469",2022
SFST,"$110,268",--,"$46,711","$2,925,548","$2,647,647",2021
SFST,"$122,171",--,"$18,328","$2,482,587","$2,254,293",2020
SFST,"$107,635",--,"$27,858","$2,267,195","$2,061,335",2019
CIVB,"$150,329",--,"$39,427","$3,537,830","$3,202,995",2022
CIVB,"$133,194",--,"$40,546","$3,012,905","$2,657,693",2021
CIVB,"$128,047",--,"$32,192","$2,768,862","$2,418,754",2020
CIVB,"$120,497",--,"$33,878","$2,309,557","$1,979,431",2019
MTRX,"$795,020","$30,820","-$52,361","$400,504","$219,020",2023
MTRX,"$707,780","-$1,206","-$63,900","$440,793","$213,087",2022
MTRX,"$673,398","$32,765","-$31,224","$467,556","$182,017",2021
MTRX,"$1,100,938","$102,176","-$33,074","$517,310","$209,421",2020
FF,"$396,014","$28,993","$15,211","$355,969","$72,969",2022
FF,"$321,386","$23,537","$26,255","$344,330","$55,402",2021
FF,"$204,505","$31,307","$46,564","$441,304","$69,421",2020
FF,"$205,226","$74,139","$88,181","$586,505","$119,407",2019
XOMAP,"$6,027","$6,027","-$17,104","$140,382","$16,368",2022
XOMAP,"$38,160","$38,160","$15,798","$166,562","$24,686",2021
XOMAP,"$29,385","$29,385","$13,298","$125,285","$38,861",2020
XOMAP,"$18,370","$18,370","-$1,982","$95,724","$51,736",2019
TCX,"$321,142","$78,248","-$27,571","$664,747","$568,090",2022
TCX,"$304,337","$78,293","$3,364","$539,596","$424,504",2021
TCX,"$311,202","$85,485","$5,775","$451,903","$347,205",2020
TCX,"$337,145","$100,777","$15,398","$425,918","$331,724",2019
ARL,"$37,544","$19,205","$373,349","$1,197,479","$583,992",2022
ARL,"$42,039","$21,179","$3,347","$770,569","$530,431",2021
ARL,"$59,026","$34,666","$9,030","$865,764","$628,973",2020
ARL,"$58,988","$33,294","-$15,958","$830,641","$591,142",2019
FSP,"$165,615","$78,175","$1,094","$1,241,666","$472,930",2022
FSP,"$209,358","$107,416","$92,717","$1,364,173","$580,970",2021
FSP,"$245,848","$130,518","$32,615","$1,793,184","$1,025,093",2020
FSP,"$269,065","$148,883","$6,475","$1,842,654","$1,056,258",2019
NC,"$241,719","$67,842","$74,158","$568,072","$141,106",2022
NC,"$191,846","$43,452","$48,125","$507,220","$155,104",2021
NC,"$128,432","$16,969","$14,793","$476,179","$175,555",2020
NC,"$140,990","$31,128","$39,632","$444,773","$155,381",2019
ARAY,"$447,605","$153,960","-$9,280","$479,214","$425,555",2023
ARAY,"$429,909","$159,955","-$5,347","$472,849","$419,660",2022
ARAY,"$396,289","$159,507","-$6,311","$480,098","$411,258",2021
ARAY,"$382,928","$149,721","$3,827","$490,927","$427,292",2020
ASTSW,"$13,825","$7,111","-$31,640","$438,372","$304,840",2022
ASTSW,"$12,405","$4,842","-$30,553","$443,936","$343,657",2021
ASTSW,"$5,967","$2,942","-$24,061","$99,645","$22,148",2020
ASTSW,,,,,,
SLDP,"$11,789","$2,197","-$9,555","$594,446","$39,074",2022
SLDP,"$2,712",-$361,"$18,092","$617,680","$59,015",2021
SLDP,"$2,103",$433,"-$14,375","$14,207","$10,335",2020
SLDP,,,,,,
NL,"$166,562","$48,799","$33,844","$609,867","$207,120",2022
NL,"$140,815","$42,749","$51,188","$596,152","$211,181",2021
NL,"$114,537","$32,848","$14,680","$548,150","$212,801",2020
NL,"$124,243","$38,963","$25,844","$557,492","$230,279",2019
KMDA,"$129,339","$46,703","-$2,321","$322,379","$146,359",2022
KMDA,"$103,642","$30,328","-$2,230","$318,667","$141,843",2021
KMDA,"$133,246","$47,552","$17,140","$210,665","$32,027",2020
KMDA,"$127,187","$49,737","$22,251","$173,797","$38,478",2019
IPI,"$337,568","$141,408","$72,220","$794,203","$79,125",2022
IPI,"$270,332","$55,764","$249,834","$766,895","$103,492",2021
IPI,"$196,954","$10,530","-$27,154","$550,188","$138,929",2020
IPI,"$220,075","$43,478","$13,631","$578,439","$143,783",2019
XOMAO,"$6,027","$6,027","-$17,104","$140,382","$16,368",2022
XOMAO,"$38,160","$38,160","$15,798","$166,562","$24,686",2021
XOMAO,"$29,385","$29,385","$13,298","$125,285","$38,861",2020
XOMAO,"$18,370","$18,370","-$1,982","$95,724","$51,736",2019
MSS,"$55,399","$12,451","$1,252","$34,584","$34,060",2023
MSS,"$41,984","$8,287",-$563,"$26,100","$26,827",2022
MSS,,,,,,
MSS,,,,,,
MSS,,,,,,
MSS,,,,,,
FATBP,"$407,224","$185,597","-$126,188","$1,213,303","$1,372,481",2022
FATBP,"$118,881","$74,639","-$31,583","$1,270,032","$1,227,232",2021
FATBP,"$18,118","$18,118","-$14,860","$121,144","$163,027",2020
FATBP,"$22,505","$22,505","-$1,018","$82,550","$77,172",2019
KLTR,"$168,811","$106,940","-$68,495","$206,171","$162,825",2022
KLTR,"$165,016","$102,702","-$59,351","$223,293","$138,019",2021
KLTR,"$120,440","$72,775","-$58,763","$90,954","$191,498",2020
KLTR,"$97,349","$61,731","-$15,572","$72,818","$125,628",2019
EOT,,,,,,No data found
DOYU,"$1,022,518","$142,427","-$10,849","$1,171,709","$227,974",2022
DOYU,"$1,438,071","$171,011","-$91,299","$1,279,845","$297,852",2021
DOYU,"$1,468,221","$238,592","$74,238","$1,362,115","$301,071",2020
DOYU,"$1,045,585","$171,721","$5,707","$1,306,928","$267,276",2019
SLND,--,--,"$1,931","$283,751","$9,883",2022
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
SLND,,,,,,
BCML,"$113,165",--,"$23,730","$2,513,334","$2,196,185",2022
BCML,"$92,877",--,"$20,691","$2,350,697","$2,088,090",2021
BCML,"$95,967",--,"$13,726","$2,195,666","$1,943,075",2020
BCML,"$86,113",--,"$17,318","$1,994,177","$1,739,957",2019
TCBX,"$161,169",--,"$18,659","$3,773,148","$3,391,368",2022
TCBX,"$105,493",--,"$11,424","$2,499,412","$2,200,405",2021
TCBX,"$84,923",--,"$12,115","$1,867,293","$1,745,575",2020
TCBX,"$51,142",--,"$2,381","$928,337","$871,032",2019
VOXX,"$534,014","$134,299","-$28,576","$519,451","$173,342",2023
VOXX,"$635,920","$169,478","-$22,333","$586,664","$201,501",2022
VOXX,"$563,605","$158,547","$26,767","$550,818","$140,138",2021
VOXX,"$394,889","$109,776","-$26,443","$441,571","$62,911",2020
FENC,"$1,535","$1,449","-$23,714","$26,939","$29,508",2022
FENC,--,--,"-$17,346","$22,414","$6,642",2021
FENC,$170,$170,"-$18,109","$31,417","$2,347",2020
FENC,--,--,"-$12,775","$14,146","$2,271",2019
EGAN,"$98,011","$70,696","$2,109","$130,117","$68,421",2023
EGAN,"$91,951","$67,414","-$2,441","$126,009","$69,152",2022
EGAN,"$78,287","$59,020","$6,959","$114,563","$68,502",2021
EGAN,"$72,729","$51,648","$7,208","$93,705","$59,064",2020
AFCG,--,"-$15,765","$35,932","$519,177","$180,118",2022
AFCG,--,"-$8,322","$21,000","$464,848","$191,773",2021
AFCG,,,,,,
AFCG,,,,,,
AFCG,,,,,,
AFCG,,,,,,
AVIR,--,--,"-$115,909","$666,708","$26,136",2022
AVIR,"$351,367","$351,367","$121,190","$772,892","$62,815",2021
AVIR,"$48,633","$48,633","-$10,947","$863,632","$315,831",2020
AVIR,--,--,"-$14,034","$22,073","$2,530",2019
FTF,"$29,006","$26,292","-$43,836","$427,957","$66,278",2009
FTF,"$38,963","$35,978",-$525,"$538,734","$4,724",2008
FTF,"$44,506","$41,442","$39,741","$591,747","$20,933",2007
FTF,"$38,156","$35,034","$28,890","$578,697","$10,617",2006
HOFT,"$583,102","$93,294","-$4,312","$381,716","$145,695",2023
HOFT,"$593,612","$101,702","$11,718","$374,559","$113,431",2022
HOFT,"$540,081","$112,748","-$10,426","$352,273","$94,770",2021
HOFT,"$610,824","$113,958","$17,083","$393,708","$119,587",2020
XFLT,,,,,,No data found
OZ,"$1,391","-$2,418","-$7,683","$353,995","$24,513",2022
OZ,$997,-$143,"-$3,135","$341,426","$17,743",2021
OZ,$101,$53,-$112,"$37,282","$37,384",2020
OZ,,,,,,
DXLG,"$545,838","$272,598","$89,123","$350,598","$213,370",2023
DXLG,"$505,021","$249,824","$56,713","$279,958","$221,739",2022
DXLG,"$318,946","$104,865","-$64,538","$306,755","$310,832",2021
DXLG,"$474,038","$204,201","-$7,796","$390,917","$332,494",2020
TSBK,"$71,132",--,"$23,600","$1,860,508","$1,641,939",2022
TSBK,"$72,123",--,"$27,583","$1,792,180","$1,585,281",2021
TSBK,"$72,771",--,"$24,269","$1,565,978","$1,378,348",2020
TSBK,"$70,066",--,"$24,020","$1,247,132","$1,076,065",2019
HSHP,,,,,,No data found
GASS,"$152,761","$73,720","$34,253","$821,533","$303,608",2022
GASS,"$150,205","$62,266","-$35,123","$798,668","$323,898",2021
GASS,"$145,003","$74,959","$11,984","$944,006","$379,410",2020
GASS,"$144,259","$77,555","$2,093","$954,189","$395,002",2019
CMTL,"$549,994","$184,460","-$26,899","$996,237","$445,727",2023
CMTL,"$486,239","$179,836","-$33,052","$974,297","$402,508",2022
CMTL,"$581,695","$213,958","-$73,480","$993,111","$492,392",2021
CMTL,"$616,715","$226,833","$7,020","$929,647","$380,348",2020
CHRS,"$211,042","$140,959","-$291,754","$480,847","$618,265",2022
CHRS,"$326,551","$268,960","-$287,100","$679,334","$581,608",2021
CHRS,"$475,824","$438,157","$132,244","$841,649","$560,675",2020
CHRS,"$356,071","$338,993","$89,833","$408,927","$303,713",2019
MRSN,"$26,581","$26,581","-$204,212","$334,340","$242,283",2022
MRSN,$43,$43,"-$170,060","$206,111","$84,370",2021
MRSN,$828,$828,"-$88,045","$273,399","$45,312",2020
MRSN,"$42,123","$42,123","-$28,208","$107,541","$29,223",2019
RNGR,"$608,500","$104,600","$15,100","$381,600","$115,400",2022
RNGR,"$293,100","$29,800","$8,600","$393,100","$144,400",2021
RNGR,"$187,800","$39,900","-$10,300","$240,600","$138,700",2020
RNGR,"$336,900","$73,900","$1,800","$293,500","$180,300",2019
AMLI,--,--,"-$26,197","$142,701","$1,388",2023
AMLI,--,--,"-$18,565","$152,555","$2,122",2022
AMLI,,,,,,
AMLI,,,,,,
AMLI,,,,,,
AMLI,,,,,,
PCTTW,--,"-$26,559","-$84,746","$861,336","$350,453",2022
PCTTW,--,"-$10,554","-$77,502","$664,684","$283,149",2021
PCTTW,--,"-$8,603","-$52,992","$407,977","$296,228",2020
PCTTW,,,,,,
ACB,"$129,285",$573,"-$152,433","$684,466","$325,301",2023
ACB,"$171,587","$16,454","-$1,331,818","$840,619","$327,542",2022
ACB,"$198,055","-$17,409","-$561,325","$2,103,473","$457,911",2021
ACB,"$197,286","-$14,637","-$2,429,780","$2,041,058","$464,272",2020
CCLDP,"$138,826","$54,392","$5,432","$136,174","$34,485",2022
CCLDP,"$139,599","$52,681","$2,836","$140,848","$42,917",2021
CCLDP,"$105,122","$40,301","-$8,813","$137,999","$36,754",2020
CCLDP,"$64,439","$23,253",-$872,"$56,402","$13,565",2019
PCYO,"$14,586","$8,040","$4,699","$133,216","$14,982",2023
PCYO,"$23,003","$16,374","$9,619","$129,229","$16,233",2022
PCYO,"$17,125","$10,723","$20,110","$117,177","$14,437",2021
PCYO,"$25,855","$7,544","$6,750","$89,761","$7,717",2020
INVZ,"$6,026","-$8,764","-$126,872","$255,433","$63,416",2022
INVZ,"$5,466","-$5,022","-$153,559","$327,220","$28,418",2021
INVZ,"-$9,364","-$15,771","-$81,511","$72,561","$23,491",2020
INVZ,"$1,575",-$411,"-$67,301","$123,864","$20,497",2019
CBUS,$157,$157,"-$16,891","$22,421","$15,188",2022
CBUS,"$25,987","-$2,570","-$29,199","$37,194","$23,062",2021
CBUS,"$23,851","-$11,276","-$44,836","$63,327","$26,452",2020
